      Time          Predicted AL
2018/250-01:39:23      -71.8
2018/250-01:49:23      -96.9
2018/250-01:59:23     -108.6
2018/250-02:09:23     -101.4
2018/250-02:19:23      -97.2
2018/250-02:29:23      -93.4
2018/250-02:39:23      -87.1
2018/250-02:49:23      -81.3
2018/250-02:59:23      -73.2
2018/250-03:09:23      -66.4
2018/250-03:19:23      -57.7
2018/250-03:29:23      -51.9
2018/250-03:39:23      -46.7
2018/250-03:49:23      -44.4
2018/250-03:59:23      -43.9
2018/250-04:09:23      -42.5
2018/250-04:19:23      -40.1
2018/250-04:29:23      -37.7
2018/250-04:39:23      -36.4
2018/250-04:49:23      -36.6
2018/250-04:59:23      -35.0
2018/250-05:09:23      -31.5
2018/250-05:19:23      -29.0
2018/250-05:29:23      -27.6
2018/250-05:39:23      -26.1
2018/250-05:49:23      -24.5
2018/250-05:59:23      -23.0
2018/250-06:09:23      -21.5
2018/250-06:19:23      -20.4
2018/250-06:29:23      -20.0
2018/250-06:39:23      -19.6
2018/250-06:49:23      -19.3
2018/250-06:59:23      -28.1
2018/250-07:09:23      -29.5
2018/250-07:19:23      -28.1
2018/250-07:29:23      -27.0
2018/250-07:39:23      -28.7
2018/250-07:49:23      -28.4
2018/250-07:59:23      -27.7
2018/250-08:09:23      -27.1
2018/250-08:19:23      -27.5
2018/250-08:29:23      -29.0
2018/250-08:39:23      -31.0
2018/250-08:49:23      -36.3
2018/250-08:59:23      -59.0
2018/250-09:09:23      -72.5
2018/250-09:19:23      -79.8
2018/250-09:29:23      -84.8
2018/250-09:39:23      -88.6
2018/250-09:49:23      -87.4
2018/250-09:59:23      -83.9
2018/250-10:09:23      -79.7
2018/250-10:19:23      -75.1
2018/250-10:29:23      -71.0
2018/250-10:39:23      -67.5
2018/250-10:49:23      -65.4
2018/250-10:59:23      -63.0
2018/250-11:09:23      -60.6
2018/250-11:19:23      -57.5
2018/250-11:29:23      -54.6
2018/250-11:39:23      -52.7
2018/250-11:49:23      -53.2
2018/250-11:59:23      -53.0
2018/250-12:09:23      -51.5
2018/250-12:19:23      -49.9
2018/250-12:29:23      -49.2
2018/250-12:39:23      -47.9
2018/250-12:49:23      -46.1
2018/250-12:59:23      -44.5
2018/250-13:09:23      -44.6
2018/250-13:19:23      -45.1
2018/250-13:29:23      -44.0
2018/250-13:39:23      -44.4
2018/250-13:49:23      -60.1
2018/250-13:59:23      -91.8
2018/250-14:09:23     -111.7
2018/250-14:19:23     -125.7
2018/250-14:29:23     -155.7
2018/250-14:39:23     -176.8
2018/250-14:49:23     -185.1
2018/250-14:59:23     -189.0
2018/250-15:09:23     -198.4
2018/250-15:19:23     -207.5
2018/250-15:29:23     -211.7
2018/250-15:39:23     -211.2
2018/250-15:49:23     -212.4
2018/250-15:59:23     -218.3
2018/250-16:09:23     -223.1
2018/250-16:19:23     -226.4
2018/250-16:29:23     -210.6
2018/250-16:39:23     -192.7
2018/250-16:49:23     -178.1
2018/250-16:59:23     -166.0
2018/250-17:09:23     -150.7
2018/250-17:19:23     -135.7
2018/250-17:29:23     -124.7
2018/250-17:39:23     -117.8
2018/250-17:49:23     -110.7
2018/250-17:59:23     -104.2
2018/250-18:09:23      -95.8
2018/250-18:19:23      -87.3
2018/250-18:29:23      -79.8
2018/250-18:39:23      -73.3
2018/250-18:49:23      -66.9
2018/250-18:59:23      -61.3
2018/250-19:09:23      -57.9
2018/250-19:19:23      -58.3
2018/250-19:29:23      -58.3
2018/250-19:39:23      -54.9
2018/250-19:49:23      -52.1
2018/250-19:59:23      -50.4
2018/250-20:09:23      -48.8
2018/250-20:19:23      -46.4
2018/250-20:29:23      -44.1
2018/250-20:39:23      -41.7
2018/250-20:49:23      -39.6
2018/250-20:59:23      -37.8
2018/250-21:09:23      -36.3
2018/250-21:19:23      -35.1
2018/250-21:29:23      -34.5
2018/250-21:39:23      -34.7
2018/250-21:49:23      -35.2
2018/250-21:59:23      -35.5
2018/250-22:09:23      -35.8
2018/250-22:19:23      -36.2
2018/250-22:29:23      -36.8
2018/250-22:39:23      -38.4
2018/250-22:49:23      -41.4
2018/250-22:59:23      -46.3
2018/250-23:09:23      -53.0
2018/250-23:19:23      -59.3
2018/250-23:29:23      -61.6
2018/250-23:39:23      -62.0
2018/250-23:49:23      -64.1
2018/250-23:59:23      -67.2
2018/251-00:09:23      -67.5
2018/251-00:19:23      -64.3
2018/251-00:29:23      -61.4
2018/251-00:39:23      -57.5
2018/251-00:49:23      -54.8
2018/251-00:59:23      -50.8
2018/251-01:09:23      -47.0
2018/251-01:19:23      -44.7
2018/251-01:29:23      -41.4
2018/251-01:39:23      -37.8
2018/251-01:49:23      -34.7
2018/251-01:59:23      -32.1
2018/251-02:09:23      -29.5
2018/251-02:19:23      -27.0
2018/251-02:29:23      -24.8
2018/251-02:39:23      -23.8
2018/251-02:49:23      -23.3
2018/251-02:59:23      -22.1
2018/251-03:09:23      -21.2
2018/251-03:19:23      -21.4
2018/251-03:29:23      -21.7
2018/251-03:39:23      -21.2
2018/251-03:49:23      -20.3
2018/251-03:59:23      -19.3
2018/251-04:09:23      -19.7
2018/251-04:19:23      -21.8
2018/251-04:29:23      -25.5
2018/251-04:39:23      -29.2
2018/251-04:49:23      -30.3
2018/251-04:59:23      -31.0
2018/251-05:09:23      -32.2
2018/251-05:19:23      -32.0
2018/251-05:29:23      -30.6
2018/251-05:39:23      -29.9
2018/251-05:49:23      -29.3
2018/251-05:59:23      -26.9
2018/251-06:09:23      -23.8
2018/251-06:19:23      -22.2
2018/251-06:29:23      -22.9
2018/251-06:39:23      -21.1
2018/251-06:49:23      -19.5
2018/251-06:59:23      -18.7
2018/251-07:09:23      -18.8
2018/251-07:19:23      -19.1
2018/251-07:29:23      -18.9
2018/251-07:39:23      -19.2
2018/251-07:49:23      -20.1
2018/251-07:59:23      -20.8
2018/251-08:09:23      -21.7
2018/251-08:19:23      -22.2
2018/251-08:29:23      -21.6
2018/251-08:39:23      -21.7
2018/251-08:49:23      -21.9
2018/251-08:59:23      -21.6
2018/251-09:09:23      -20.8
2018/251-09:19:23      -20.1
2018/251-09:29:23      -19.5
2018/251-09:39:23      -18.7
2018/251-09:49:23      -17.9
2018/251-09:59:23      -17.8
2018/251-10:09:23      -18.1
2018/251-10:19:23      -17.4
2018/251-10:29:23      -15.8
2018/251-10:39:23      -18.6
2018/251-10:49:23      -20.4
2018/251-10:59:23      -19.0
2018/251-11:09:23      -20.7
2018/251-11:19:23      -23.0
2018/251-11:29:23      -27.4
2018/251-11:39:23      -31.4
2018/251-11:49:23      -31.9
2018/251-11:59:23      -31.6
2018/251-12:09:23      -31.5
2018/251-12:19:23      -31.8
2018/251-12:29:23      -33.7
2018/251-12:39:23      -37.6
2018/251-12:49:23      -41.3
2018/251-12:59:23      -45.3
2018/251-13:09:23      -49.7
2018/251-13:19:23      -54.0
2018/251-13:29:23      -61.7
2018/251-13:39:23      -68.8
2018/251-13:49:23      -73.9
2018/251-13:59:23      -74.5
2018/251-14:09:23      -74.6
2018/251-14:19:23      -75.0
2018/251-14:29:23      -81.6
2018/251-14:39:23      -90.6
2018/251-14:49:23      -90.7
2018/251-14:59:23      -86.2
2018/251-15:09:23      -83.4
2018/251-15:19:23      -81.7
2018/251-15:29:23      -77.9
2018/251-15:39:23      -73.1
2018/251-15:49:23      -68.5
2018/251-15:59:23      -64.5
2018/251-16:09:23      -63.0
2018/251-16:19:23      -64.6
2018/251-16:29:23      -71.0
2018/251-16:39:23      -85.7
2018/251-16:49:23     -103.1
2018/251-16:59:23     -113.7
2018/251-17:09:23     -125.5
2018/251-17:19:23     -134.1
2018/251-17:29:23     -137.0
2018/251-17:39:23     -138.6
2018/251-17:49:23     -138.7
2018/251-17:59:23     -134.2
2018/251-18:09:23     -124.3
2018/251-18:19:23     -111.7
2018/251-18:29:23      -99.4
2018/251-18:39:23      -89.8
2018/251-18:49:23      -83.4
2018/251-18:59:23      -77.0
2018/251-19:09:23      -70.5
2018/251-19:19:23      -64.7
2018/251-19:29:23      -59.6
2018/251-19:39:23      -55.9
2018/251-19:49:23      -50.9
2018/251-19:59:23      -45.9
2018/251-20:09:23      -41.6
2018/251-20:19:23      -38.1
2018/251-20:29:23      -34.9
2018/251-20:39:23      -32.2
2018/251-20:49:23      -29.9
2018/251-20:59:23      -28.1
2018/251-21:09:23      -27.1
2018/251-21:19:23      -25.5
2018/251-21:29:23      -24.0
2018/251-21:39:23      -22.8
2018/251-21:49:23      -21.9
2018/251-21:59:23      -21.5
2018/251-22:09:23      -21.3
2018/251-22:19:23      -21.1
2018/251-22:29:23      -25.0
2018/251-22:39:23      -45.5
2018/251-22:49:23      -66.1
2018/251-22:59:23      -75.5
2018/251-23:09:23      -85.0
2018/251-23:19:23      -89.9
2018/251-23:29:23      -90.3
2018/251-23:39:23      -85.6
2018/251-23:49:23      -79.9
2018/251-23:59:23      -74.3
2018/252-00:09:23      -69.0
2018/252-00:19:23      -61.6
2018/252-00:29:23      -54.5
2018/252-00:39:23      -51.0
2018/252-00:49:23      -50.4
2018/252-00:59:23      -48.9
2018/252-01:09:23      -47.5
2018/252-01:19:23      -46.9
2018/252-01:29:23      -46.6
2018/252-01:39:23      -45.4
2018/252-01:49:23      -42.7
2018/252-01:59:23      -39.4
2018/252-02:09:23      -36.4
2018/252-02:19:23      -34.2
2018/252-02:29:23      -32.7
2018/252-02:39:23      -31.7
2018/252-02:49:23      -31.8
2018/252-02:59:23      -31.8
2018/252-03:09:23      -30.3
2018/252-03:19:23      -27.2
2018/252-03:29:23      -24.4
2018/252-03:39:23      -23.0
2018/252-03:49:23      -22.3
2018/252-03:59:23      -21.2
2018/252-04:09:23      -22.2
2018/252-04:19:23      -23.6
2018/252-04:29:23      -21.6
2018/252-04:39:23      -20.2
2018/252-04:49:23      -19.9
2018/252-04:59:23      -20.6
2018/252-05:09:23      -19.9
2018/252-05:19:23      -18.9
2018/252-05:29:23      -18.2
2018/252-05:39:23      -18.0
2018/252-05:49:23      -17.8
2018/252-05:59:23      -17.6
2018/252-06:09:23      -17.2
2018/252-06:19:23      -16.9
2018/252-06:29:23      -17.3
2018/252-06:39:23      -18.6
2018/252-06:49:23      -21.3
2018/252-06:59:23      -23.5
2018/252-07:09:23      -24.0
2018/252-07:19:23      -24.3
2018/252-07:29:23      -24.8
2018/252-07:39:23      -25.9
2018/252-07:49:23      -27.8
2018/252-07:59:23      -28.3
2018/252-08:09:23      -26.9
2018/252-08:19:23      -25.6
2018/252-08:29:23      -25.2
2018/252-08:39:23      -25.4
2018/252-08:49:23      -23.5
2018/252-08:59:23      -19.7
2018/252-09:09:23      -19.1
2018/252-09:19:23      -19.2
2018/252-09:29:23      -18.8
2018/252-09:39:23      -18.2
2018/252-09:49:23      -17.7
2018/252-09:59:23      -17.3
2018/252-10:09:23      -16.9
2018/252-10:19:23      -16.5
2018/252-10:29:23      -16.1
2018/252-10:39:23      -15.8
2018/252-10:49:23      -15.4
2018/252-10:59:23      -15.1
2018/252-11:09:23      -14.8
2018/252-11:19:23      -14.6
2018/252-11:29:23      -14.4
2018/252-11:39:23      -14.2
2018/252-11:49:23      -14.0
2018/252-11:59:23      -13.9
2018/252-12:09:23      -13.8
2018/252-12:19:23      -13.8
2018/252-12:29:23      -13.7
2018/252-12:39:23      -13.7
2018/252-12:49:23      -13.7
2018/252-12:59:23      -13.7
2018/252-13:09:23      -13.8
2018/252-13:19:23      -13.8
2018/252-13:29:23      -13.9
2018/252-13:39:23      -14.0
2018/252-13:49:23      -14.1
2018/252-13:59:23      -14.2
2018/252-14:09:23      -14.3
2018/252-14:19:23      -14.4
2018/252-14:29:23      -14.5
2018/252-14:39:23      -14.6
2018/252-14:49:23      -14.8
2018/252-14:59:23      -14.9
2018/252-15:09:23      -15.4
2018/252-15:19:23      -16.1
2018/252-15:29:23      -16.2
2018/252-15:39:23      -16.1
2018/252-15:49:23      -15.9
2018/252-15:59:23      -15.9
2018/252-16:09:23      -16.5
2018/252-16:19:23      -18.3
2018/252-16:29:23      -23.3
2018/252-16:39:23      -35.4
2018/252-16:49:23      -59.5
2018/252-16:59:23      -97.2
2018/252-17:09:23     -142.9
2018/252-17:19:23     -186.6
2018/252-17:29:23     -215.2
2018/252-17:39:23     -239.8
2018/252-17:49:23     -229.3
2018/252-17:59:23     -212.8
2018/252-18:09:23     -194.9
2018/252-18:19:23     -176.8
2018/252-18:29:23     -152.3
2018/252-18:39:23     -128.7
2018/252-18:49:23     -107.5
2018/252-18:59:23      -89.2
2018/252-19:09:23      -74.0
2018/252-19:19:23      -61.8
2018/252-19:29:23      -52.4
2018/252-19:39:23      -45.3
2018/252-19:49:23      -39.8
2018/252-19:59:23      -37.7
2018/252-20:09:23      -52.0
2018/252-20:19:23      -71.6
2018/252-20:29:23      -91.3
2018/252-20:39:23     -110.0
2018/252-20:49:23     -130.3
2018/252-20:59:23     -145.2
2018/252-21:09:23     -155.0
2018/252-21:19:23     -166.9
2018/252-21:29:23     -179.6
2018/252-21:39:23     -190.6
2018/252-21:49:23     -199.0
2018/252-21:59:23     -200.3
2018/252-22:09:23     -192.1
2018/252-22:19:23     -181.8
2018/252-22:29:23     -176.0
2018/252-22:39:23     -170.9
2018/252-22:49:23     -155.4
2018/252-22:59:23     -133.0
2018/252-23:09:23     -115.8
2018/252-23:19:23     -102.3
2018/252-23:29:23      -88.7
2018/252-23:39:23      -75.8
2018/252-23:49:23      -64.8
2018/252-23:59:23      -56.0
2018/253-00:09:23      -49.0
2018/253-00:19:23      -43.6
2018/253-00:29:23      -39.2
2018/253-00:39:23      -35.7
2018/253-00:49:23      -32.7
2018/253-00:59:23      -30.1
2018/253-01:09:23      -28.5
2018/253-01:19:23      -27.7
2018/253-01:29:23      -27.6
2018/253-01:39:23      -28.5
2018/253-01:49:23      -29.9
2018/253-01:59:23      -31.6
2018/253-02:09:23      -33.8
2018/253-02:19:23      -35.9
2018/253-02:29:23      -36.9
2018/253-02:39:23      -37.6
2018/253-02:49:23      -38.9
2018/253-02:59:23      -40.6
2018/253-03:09:23      -42.1
2018/253-03:19:23      -42.8
2018/253-03:29:23      -43.0
2018/253-03:39:23      -43.1
2018/253-03:49:23      -43.9
2018/253-03:59:23      -45.0
2018/253-04:09:23      -46.0
2018/253-04:19:23      -46.7
2018/253-04:29:23      -47.1
2018/253-04:39:23      -46.4
2018/253-04:49:23      -45.0
2018/253-04:59:23      -46.2
2018/253-05:09:23      -47.2
2018/253-05:19:23      -47.8
2018/253-05:29:23      -47.7
2018/253-05:39:23      -46.8
2018/253-05:49:23      -45.8
2018/253-05:59:23      -44.6
2018/253-06:09:23      -43.3
2018/253-06:19:23      -42.4
2018/253-06:29:23      -42.3
2018/253-06:39:23      -43.2
2018/253-06:49:23      -45.3
2018/253-06:59:23      -47.5
2018/253-07:09:23      -48.8
2018/253-07:19:23      -49.6
2018/253-07:29:23      -51.0
2018/253-07:39:23      -52.6
2018/253-07:49:23      -52.9
2018/253-07:59:23      -53.6
2018/253-08:09:23      -55.1
2018/253-08:19:23      -55.5
2018/253-08:29:23      -55.3
2018/253-08:39:23      -55.2
2018/253-08:49:23      -56.0
2018/253-08:59:23      -57.2
2018/253-09:09:23      -57.8
2018/253-09:19:23      -58.0
2018/253-09:29:23      -58.5
2018/253-09:39:23      -59.1
2018/253-09:49:23      -59.8
2018/253-09:59:23      -61.1
2018/253-10:09:23      -63.2
2018/253-10:19:23      -65.9
2018/253-10:29:23      -68.4
2018/253-10:39:23      -71.3
2018/253-10:49:23      -75.3
2018/253-10:59:23      -80.3
2018/253-11:09:23      -87.8
2018/253-11:19:23     -101.5
2018/253-11:29:23     -116.9
2018/253-11:39:23     -129.6
2018/253-11:49:23     -139.0
2018/253-11:59:23     -152.2
2018/253-12:09:23     -166.4
2018/253-12:19:23     -205.8
2018/253-12:29:23     -253.0
2018/253-12:39:23     -295.8
2018/253-12:49:23     -338.2
2018/253-12:59:23     -376.6
2018/253-13:09:23     -404.2
2018/253-13:19:23     -423.4
2018/253-13:29:23     -444.2
2018/253-13:39:23     -468.4
2018/253-13:49:23     -496.5
2018/253-13:59:23     -519.7
2018/253-14:09:23     -537.8
2018/253-14:19:23     -543.0
2018/253-14:29:23     -536.1
2018/253-14:39:23     -520.7
2018/253-14:49:23     -493.5
2018/253-14:59:23     -462.5
2018/253-15:09:23     -431.0
2018/253-15:19:23     -396.8
2018/253-15:29:23     -371.4
2018/253-15:39:23     -373.0
2018/253-15:49:23     -384.3
2018/253-15:59:23     -382.6
2018/253-16:09:23     -389.0
2018/253-16:19:23     -409.6
2018/253-16:29:23     -424.5
2018/253-16:39:23     -415.9
2018/253-16:49:23     -372.6
2018/253-16:59:23     -346.6
2018/253-17:09:23     -424.0
2018/253-17:19:23     -489.7
2018/253-17:29:23     -530.9
2018/253-17:39:23     -578.6
2018/253-17:49:23     -562.2
2018/253-17:59:23     -543.1
2018/253-18:09:23     -597.9
2018/253-18:19:23     -608.3
2018/253-18:29:23     -569.7
2018/253-18:39:23     -520.4
2018/253-18:49:23     -444.7
2018/253-18:59:23     -384.1
2018/253-19:09:23     -317.5
2018/253-19:19:23     -249.7
2018/253-19:29:23     -191.8
2018/253-19:39:23     -151.9
2018/253-19:49:23     -122.7
2018/253-19:59:23     -105.1
2018/253-20:09:23     -110.7
2018/253-20:19:23     -142.3
2018/253-20:29:23     -197.4
2018/253-20:39:23     -265.7
2018/253-20:49:23     -313.7
2018/253-20:59:23     -409.1
2018/253-21:09:23     -492.1
2018/253-21:19:23     -476.2
2018/253-21:29:23     -456.4
2018/253-21:39:23     -504.9
2018/253-21:49:23     -548.3
2018/253-21:59:23     -579.2
2018/253-22:09:23     -614.3
2018/253-22:19:23     -635.9
2018/253-22:29:23     -639.0
2018/253-22:39:23     -656.6
2018/253-22:49:23     -557.8
2018/253-22:59:23     -493.9
2018/253-23:09:23     -476.1
2018/253-23:19:23     -425.4
2018/253-23:29:23     -334.6
2018/253-23:39:23     -267.6
2018/253-23:49:23     -223.5
2018/253-23:59:23     -181.3
2018/254-00:09:23     -143.5
2018/254-00:19:23     -114.6
2018/254-00:29:23      -95.6
2018/254-00:39:23      -81.8
2018/254-00:49:23      -70.5
2018/254-00:59:23      -62.2
2018/254-01:09:23      -56.9
2018/254-01:19:23      -54.2
2018/254-01:29:23      -60.0
2018/254-01:39:23      -62.7
2018/254-01:49:23      -58.2
2018/254-01:59:23      -54.9
2018/254-02:09:23      -54.8
2018/254-02:19:23      -56.1
2018/254-02:29:23      -59.6
2018/254-02:39:23      -63.2
2018/254-02:49:23      -76.2
2018/254-02:59:23      -98.9
2018/254-03:09:23     -138.1
2018/254-03:19:23     -187.4
2018/254-03:29:23     -230.1
2018/254-03:39:23     -272.0
2018/254-03:49:23     -349.4
2018/254-03:59:23     -411.4
2018/254-04:09:23     -463.8
2018/254-04:19:23     -517.6
2018/254-04:29:23     -541.5
2018/254-04:39:23     -511.2
2018/254-04:49:23     -463.6
2018/254-04:59:23     -422.8
2018/254-05:09:23     -364.9
2018/254-05:19:23     -289.3
2018/254-05:29:23     -229.0
2018/254-05:39:23     -175.8
2018/254-05:49:23     -142.3
2018/254-05:59:23     -216.8
2018/254-06:09:23     -267.9
2018/254-06:19:23     -212.6
2018/254-06:29:23     -170.4
2018/254-06:39:23     -223.2
2018/254-06:49:23     -293.7
2018/254-06:59:23     -336.2
2018/254-07:09:23     -406.8
2018/254-07:19:23     -470.6
2018/254-07:29:23     -451.2
2018/254-07:39:23     -463.8
2018/254-07:49:23     -496.0
2018/254-07:59:23     -515.8
2018/254-08:09:23     -544.5
2018/254-08:19:23     -572.1
2018/254-08:29:23     -598.5
2018/254-08:39:23     -639.1
2018/254-08:49:23     -664.9
2018/254-08:59:23     -671.2
2018/254-09:09:23     -700.2
2018/254-09:19:23     -730.2
2018/254-09:29:23     -730.8
2018/254-09:39:23     -722.6
2018/254-09:49:23     -700.7
2018/254-09:59:23     -665.2
2018/254-10:09:23     -625.8
2018/254-10:19:23     -574.3
2018/254-10:29:23     -501.5
2018/254-10:39:23     -396.6
2018/254-10:49:23     -329.3
2018/254-10:59:23     -387.9
2018/254-11:09:23     -424.2
2018/254-11:19:23     -443.5
2018/254-11:29:23     -495.0
2018/254-11:39:23     -562.2
2018/254-11:49:23     -622.1
2018/254-11:59:23     -637.1
2018/254-12:09:23     -561.1
2018/254-12:19:23     -540.1
2018/254-12:29:23     -532.2
2018/254-12:39:23     -461.0
2018/254-12:49:23     -353.9
2018/254-12:59:23     -275.1
2018/254-13:09:23     -214.5
2018/254-13:19:23     -167.7
2018/254-13:29:23     -131.5
2018/254-13:39:23     -104.2
2018/254-13:49:23      -84.7
2018/254-13:59:23      -75.6
2018/254-14:09:23      -64.1
2018/254-14:19:23      -55.8
2018/254-14:29:23      -49.8
2018/254-14:39:23      -47.5
2018/254-14:49:23      -44.0
2018/254-14:59:23      -41.3
2018/254-15:09:23      -42.4
2018/254-15:19:23      -73.3
2018/254-15:29:23     -120.5
2018/254-15:39:23     -133.3
2018/254-15:49:23     -120.2
2018/254-15:59:23     -114.4
2018/254-16:09:23     -117.4
2018/254-16:19:23     -111.1
2018/254-16:29:23      -98.6
2018/254-16:39:23      -90.2
2018/254-16:49:23      -82.2
2018/254-16:59:23      -91.2
2018/254-17:09:23     -120.8
2018/254-17:19:23     -154.6
2018/254-17:29:23     -206.1
2018/254-17:39:23     -244.8
2018/254-17:49:23     -244.6
2018/254-17:59:23     -228.9
2018/254-18:09:23     -227.2
2018/254-18:19:23     -280.2
2018/254-18:29:23     -295.5
2018/254-18:39:23     -320.7
2018/254-18:49:23     -340.4
2018/254-18:59:23     -351.4
2018/254-19:09:23     -360.9
2018/254-19:19:23     -382.9
2018/254-19:29:23     -392.3
2018/254-19:39:23     -379.5
2018/254-19:49:23     -351.4
2018/254-19:59:23     -298.2
2018/254-20:09:23     -254.4
2018/254-20:19:23     -226.1
2018/254-20:29:23     -226.9
2018/254-20:39:23     -221.1
2018/254-20:49:23     -187.6
2018/254-20:59:23     -150.5
2018/254-21:09:23     -130.3
2018/254-21:19:23     -115.5
2018/254-21:29:23      -97.6
2018/254-21:39:23      -82.1
2018/254-21:49:23      -70.5
2018/254-21:59:23      -61.5
2018/254-22:09:23      -54.2
2018/254-22:19:23      -48.5
2018/254-22:29:23      -44.3
2018/254-22:39:23      -41.0
2018/254-22:49:23      -38.4
2018/254-22:59:23      -46.2
2018/254-23:09:23      -48.7
2018/254-23:19:23      -45.8
2018/254-23:29:23      -43.7
2018/254-23:39:23      -43.8
2018/254-23:49:23      -42.7
2018/254-23:59:23      -40.8
2018/255-00:09:23      -39.5
2018/255-00:19:23      -38.4
2018/255-00:29:23      -37.3
2018/255-00:39:23      -36.9
2018/255-00:49:23      -37.4
2018/255-00:59:23      -36.3
2018/255-01:09:23      -35.4
2018/255-01:19:23      -34.8
2018/255-01:29:23      -34.6
2018/255-01:39:23      -55.1
2018/255-01:49:23      -86.6
2018/255-01:59:23     -111.1
2018/255-02:09:23     -123.0
2018/255-02:19:23     -126.2
2018/255-02:29:23     -129.2
2018/255-02:39:23     -134.1
2018/255-02:49:23     -143.3
2018/255-02:59:23     -153.0
2018/255-03:09:23     -158.9
2018/255-03:19:23     -161.9
2018/255-03:29:23     -145.3
2018/255-03:39:23     -129.2
2018/255-03:49:23     -116.3
2018/255-03:59:23     -119.4
2018/255-04:09:23     -102.7
2018/255-04:19:23      -89.1
2018/255-04:29:23      -86.6
2018/255-04:39:23      -77.8
2018/255-04:49:23      -66.7
2018/255-04:59:23      -57.9
2018/255-05:09:23      -53.2
2018/255-05:19:23      -47.8
2018/255-05:29:23      -43.9
2018/255-05:39:23      -47.7
2018/255-05:49:23      -47.6
2018/255-05:59:23      -42.5
2018/255-06:09:23      -38.4
2018/255-06:19:23      -36.8
2018/255-06:29:23      -35.0
2018/255-06:39:23      -32.4
2018/255-06:49:23      -30.4
2018/255-06:59:23      -29.0
2018/255-07:09:23      -29.0
2018/255-07:19:23      -28.8
2018/255-07:29:23      -28.3
2018/255-07:39:23      -27.6
2018/255-07:49:23      -27.1
2018/255-07:59:23      -26.7
2018/255-08:09:23      -26.5
2018/255-08:19:23      -27.6
2018/255-08:29:23      -27.6
2018/255-08:39:23      -27.3
2018/255-08:49:23      -38.8
2018/255-08:59:23      -50.0
2018/255-09:09:23      -54.5
2018/255-09:19:23      -60.2
2018/255-09:29:23      -73.3
2018/255-09:39:23      -82.9
2018/255-09:49:23      -81.5
2018/255-09:59:23      -78.9
2018/255-10:09:23      -86.5
2018/255-10:19:23     -101.2
2018/255-10:29:23     -111.6
2018/255-10:39:23     -117.8
2018/255-10:49:23     -119.4
2018/255-10:59:23     -141.5
2018/255-11:09:23     -188.0
2018/255-11:19:23     -209.2
2018/255-11:29:23     -213.7
2018/255-11:39:23     -195.5
2018/255-11:49:23     -182.8
2018/255-11:59:23     -167.3
2018/255-12:09:23     -150.2
2018/255-12:19:23     -131.2
2018/255-12:29:23     -114.4
2018/255-12:39:23      -99.9
2018/255-12:49:23      -87.2
2018/255-12:59:23      -76.7
2018/255-13:09:23      -67.9
2018/255-13:19:23      -60.6
2018/255-13:29:23      -54.7
2018/255-13:39:23      -50.2
2018/255-13:49:23      -46.3
2018/255-13:59:23      -43.2
2018/255-14:09:23      -40.5
2018/255-14:19:23      -38.4
2018/255-14:29:23      -36.5
2018/255-14:39:23      -34.6
2018/255-14:49:23      -33.1
2018/255-14:59:23      -33.6
2018/255-15:09:23      -47.0
2018/255-15:19:23      -60.5
2018/255-15:29:23      -74.8
2018/255-15:39:23     -105.6
2018/255-15:49:23     -157.4
2018/255-15:59:23     -213.1
2018/255-16:09:23     -269.1
2018/255-16:19:23     -322.9
2018/255-16:29:23     -363.1
2018/255-16:39:23     -381.5
2018/255-16:49:23     -393.4
2018/255-16:59:23     -393.7
2018/255-17:09:23     -384.0
2018/255-17:19:23     -364.9
2018/255-17:29:23     -341.6
2018/255-17:39:23     -318.2
2018/255-17:49:23     -301.0
2018/255-17:59:23     -295.2
2018/255-18:09:23     -298.4
2018/255-18:19:23     -295.0
2018/255-18:29:23     -275.9
2018/255-18:39:23     -254.9
2018/255-18:49:23     -258.1
2018/255-18:59:23     -256.4
2018/255-19:09:23     -240.2
2018/255-19:19:23     -201.6
2018/255-19:29:23     -172.0
2018/255-19:39:23     -148.8
2018/255-19:49:23     -127.8
2018/255-19:59:23     -129.5
2018/255-20:09:23     -112.7
2018/255-20:19:23      -95.1
2018/255-20:29:23      -80.9
2018/255-20:39:23      -74.5
2018/255-20:49:23      -65.4
2018/255-20:59:23      -57.8
2018/255-21:09:23      -51.9
2018/255-21:19:23      -47.5
2018/255-21:29:23      -43.0
2018/255-21:39:23      -39.4
2018/255-21:49:23      -36.7
2018/255-21:59:23      -34.8
2018/255-22:09:23      -63.5
2018/255-22:19:23      -89.7
2018/255-22:29:23     -107.4
2018/255-22:39:23     -143.3
2018/255-22:49:23     -186.8
2018/255-22:59:23     -199.6
2018/255-23:09:23     -204.7
2018/255-23:19:23     -213.8
2018/255-23:29:23     -208.7
2018/255-23:39:23     -225.0
2018/255-23:49:23     -258.0
2018/255-23:59:23     -280.3
2018/256-00:09:23     -287.7
2018/256-00:19:23     -269.4
2018/256-00:29:23     -292.1
2018/256-00:39:23     -340.7
2018/256-00:49:23     -374.8
2018/256-00:59:23     -380.8
2018/256-01:09:23     -352.9
2018/256-01:19:23     -334.5
2018/256-01:29:23     -311.3
2018/256-01:39:23     -284.4
2018/256-01:49:23     -262.8
2018/256-01:59:23     -215.5
2018/256-02:09:23     -233.3
2018/256-02:19:23     -264.7
2018/256-02:29:23     -277.0
2018/256-02:39:23     -284.1
2018/256-02:49:23     -315.1
2018/256-02:59:23     -347.9
2018/256-03:09:23     -361.0
