      Time          Predicted AL
2018/219-01:39:23      -42.8
2018/219-01:49:23      -54.5
2018/219-01:59:23      -70.1
2018/219-02:09:23      -83.5
2018/219-02:19:23      -97.3
2018/219-02:29:23     -108.5
2018/219-02:39:23     -109.6
2018/219-02:49:23     -106.9
2018/219-02:59:23     -110.7
2018/219-03:09:23     -123.2
2018/219-03:19:23     -126.5
2018/219-03:29:23     -120.8
2018/219-03:39:23     -115.7
2018/219-03:49:23     -113.0
2018/219-03:59:23     -105.6
2018/219-04:09:23      -96.7
2018/219-04:19:23      -89.8
2018/219-04:29:23      -84.9
2018/219-04:39:23      -77.4
2018/219-04:49:23      -67.3
2018/219-04:59:23      -58.4
2018/219-05:09:23      -51.2
2018/219-05:19:23      -47.1
2018/219-05:29:23      -51.5
2018/219-05:39:23      -54.7
2018/219-05:49:23      -55.1
2018/219-05:59:23      -53.2
2018/219-06:09:23      -52.0
2018/219-06:19:23      -50.6
2018/219-06:29:23      -48.5
2018/219-06:39:23      -45.8
2018/219-06:49:23      -42.5
2018/219-06:59:23      -38.7
2018/219-07:09:23      -35.0
2018/219-07:19:23      -31.8
2018/219-07:29:23      -29.0
2018/219-07:39:23      -26.7
2018/219-07:49:23      -24.9
2018/219-07:59:23      -23.4
2018/219-08:09:23      -22.2
2018/219-08:19:23      -21.1
2018/219-08:29:23      -20.3
2018/219-08:39:23      -19.6
2018/219-08:49:23      -18.9
2018/219-08:59:23      -18.4
2018/219-09:09:23      -18.0
2018/219-09:19:23      -17.6
2018/219-09:29:23      -17.2
2018/219-09:39:23      -17.0
2018/219-09:49:23      -16.9
2018/219-09:59:23      -17.0
2018/219-10:09:23      -17.3
2018/219-10:19:23      -18.9
2018/219-10:29:23      -21.6
2018/219-10:39:23      -23.4
2018/219-10:49:23      -23.6
2018/219-10:59:23      -26.8
2018/219-11:09:23      -48.5
2018/219-11:19:23      -63.7
2018/219-11:29:23      -74.1
2018/219-11:39:23      -85.1
2018/219-11:49:23      -98.0
2018/219-11:59:23     -103.8
2018/219-12:09:23     -103.0
2018/219-12:19:23     -101.9
2018/219-12:29:23     -105.7
2018/219-12:39:23     -104.3
2018/219-12:49:23      -98.4
2018/219-12:59:23     -104.4
2018/219-13:09:23      -99.7
2018/219-13:19:23     -126.7
2018/219-13:29:23     -178.8
2018/219-13:39:23     -223.3
2018/219-13:49:23     -264.9
2018/219-13:59:23     -300.9
2018/219-14:09:23     -324.8
2018/219-14:19:23     -336.3
2018/219-14:29:23     -340.3
2018/219-14:39:23     -318.5
2018/219-14:49:23     -289.1
2018/219-14:59:23     -258.5
2018/219-15:09:23     -226.8
2018/219-15:19:23     -191.7
2018/219-15:29:23     -158.4
2018/219-15:39:23     -129.6
2018/219-15:49:23     -105.3
2018/219-15:59:23      -85.5
2018/219-16:09:23      -70.1
2018/219-16:19:23      -58.7
2018/219-16:29:23      -50.5
2018/219-16:39:23      -44.7
2018/219-16:49:23      -40.6
2018/219-16:59:23      -38.0
2018/219-17:09:23      -37.6
2018/219-17:19:23      -45.3
2018/219-17:29:23      -66.6
2018/219-17:39:23      -89.0
2018/219-17:49:23      -90.8
2018/219-17:59:23      -92.3
2018/219-18:09:23     -107.1
2018/219-18:19:23     -123.9
2018/219-18:29:23     -134.2
2018/219-18:39:23     -148.1
2018/219-18:49:23     -165.0
2018/219-18:59:23     -180.5
2018/219-19:09:23     -195.0
2018/219-19:19:23     -202.0
2018/219-19:29:23     -198.2
2018/219-19:39:23     -190.9
2018/219-19:49:23     -174.4
2018/219-19:59:23     -156.2
2018/219-20:09:23     -137.6
2018/219-20:19:23     -124.6
2018/219-20:29:23     -117.5
2018/219-20:39:23     -104.8
2018/219-20:49:23      -91.5
2018/219-20:59:23      -83.1
2018/219-21:09:23      -80.4
2018/219-21:19:23      -78.1
2018/219-21:29:23      -75.1
2018/219-21:39:23      -68.7
2018/219-21:49:23      -62.6
2018/219-21:59:23      -61.4
2018/219-22:09:23      -70.3
2018/219-22:19:23      -74.4
2018/219-22:29:23      -72.2
2018/219-22:39:23      -68.1
2018/219-22:49:23      -65.4
2018/219-22:59:23      -61.6
2018/219-23:09:23      -56.5
2018/219-23:19:23      -51.4
2018/219-23:29:23      -46.3
2018/219-23:39:23      -41.5
2018/219-23:49:23      -37.0
2018/219-23:59:23      -33.0
2018/220-00:09:23      -29.7
2018/220-00:19:23      -26.9
2018/220-00:29:23      -24.7
2018/220-00:39:23      -22.9
2018/220-00:49:23      -21.3
2018/220-00:59:23      -20.0
2018/220-01:09:23      -18.9
2018/220-01:19:23      -18.0
2018/220-01:29:23      -17.2
2018/220-01:39:23      -16.5
2018/220-01:49:23      -15.9
2018/220-01:59:23      -15.4
2018/220-02:09:23      -14.9
2018/220-02:19:23      -14.5
2018/220-02:29:23      -14.2
2018/220-02:39:23      -14.1
2018/220-02:49:23      -14.2
2018/220-02:59:23      -14.3
2018/220-03:09:23      -14.3
2018/220-03:19:23      -14.6
2018/220-03:29:23      -15.0
2018/220-03:39:23      -14.9
2018/220-03:49:23      -15.0
2018/220-03:59:23      -15.5
2018/220-04:09:23      -15.2
2018/220-04:19:23      -14.9
2018/220-04:29:23      -14.6
2018/220-04:39:23      -14.4
2018/220-04:49:23      -20.2
2018/220-04:59:23      -21.7
2018/220-05:09:23      -22.0
2018/220-05:19:23      -22.0
2018/220-05:29:23      -26.7
2018/220-05:39:23      -34.3
2018/220-05:49:23      -43.4
2018/220-05:59:23      -51.3
2018/220-06:09:23      -58.6
2018/220-06:19:23      -66.1
2018/220-06:29:23      -71.4
2018/220-06:39:23      -85.2
2018/220-06:49:23     -112.7
2018/220-06:59:23     -132.2
2018/220-07:09:23     -146.9
2018/220-07:19:23     -159.6
2018/220-07:29:23     -172.2
2018/220-07:39:23     -178.5
2018/220-07:49:23     -170.1
2018/220-07:59:23     -154.9
2018/220-08:09:23     -140.9
2018/220-08:19:23     -127.5
2018/220-08:29:23     -112.6
2018/220-08:39:23      -98.0
2018/220-08:49:23      -85.7
2018/220-08:59:23      -75.3
2018/220-09:09:23      -67.2
2018/220-09:19:23      -63.2
2018/220-09:29:23      -63.2
2018/220-09:39:23      -67.8
2018/220-09:49:23      -76.8
2018/220-09:59:23      -83.6
2018/220-10:09:23      -88.5
2018/220-10:19:23      -98.2
2018/220-10:29:23     -106.0
2018/220-10:39:23     -111.9
2018/220-10:49:23     -131.3
2018/220-10:59:23     -153.6
2018/220-11:09:23     -160.8
2018/220-11:19:23     -160.9
2018/220-11:29:23     -156.7
2018/220-11:39:23     -149.2
2018/220-11:49:23     -139.8
2018/220-11:59:23     -129.7
2018/220-12:09:23     -116.9
2018/220-12:19:23     -103.4
2018/220-12:29:23      -91.5
2018/220-12:39:23      -84.1
2018/220-12:49:23      -77.8
2018/220-12:59:23      -71.7
2018/220-13:09:23      -66.2
2018/220-13:19:23      -63.3
2018/220-13:29:23      -64.5
2018/220-13:39:23      -71.1
2018/220-13:49:23      -83.6
2018/220-13:59:23      -96.3
2018/220-14:09:23      -98.6
2018/220-14:19:23      -94.2
2018/220-14:29:23      -91.5
2018/220-14:39:23      -89.6
2018/220-14:49:23      -87.9
2018/220-14:59:23      -86.4
2018/220-15:09:23      -82.5
2018/220-15:19:23      -77.2
2018/220-15:29:23      -70.2
2018/220-15:39:23      -64.1
2018/220-15:49:23      -58.8
2018/220-15:59:23      -54.9
2018/220-16:09:23      -52.4
2018/220-16:19:23      -51.4
2018/220-16:29:23      -54.5
2018/220-16:39:23      -61.2
2018/220-16:49:23      -71.6
2018/220-16:59:23      -86.1
2018/220-17:09:23     -104.0
2018/220-17:19:23     -123.6
2018/220-17:29:23     -144.2
2018/220-17:39:23     -163.8
2018/220-17:49:23     -179.6
2018/220-17:59:23     -190.8
2018/220-18:09:23     -196.1
2018/220-18:19:23     -193.0
2018/220-18:29:23     -182.4
2018/220-18:39:23     -168.8
2018/220-18:49:23     -155.9
2018/220-18:59:23     -145.0
2018/220-19:09:23     -132.7
2018/220-19:19:23     -117.8
2018/220-19:29:23     -102.6
2018/220-19:39:23      -89.8
2018/220-19:49:23      -83.4
2018/220-19:59:23      -84.3
2018/220-20:09:23      -89.4
2018/220-20:19:23      -97.5
2018/220-20:29:23     -105.6
2018/220-20:39:23     -110.6
2018/220-20:49:23     -112.9
2018/220-20:59:23     -114.3
2018/220-21:09:23     -112.7
2018/220-21:19:23     -106.6
2018/220-21:29:23      -98.1
2018/220-21:39:23      -89.0
2018/220-21:49:23      -87.0
2018/220-21:59:23      -79.3
2018/220-22:09:23      -70.8
2018/220-22:19:23      -63.1
2018/220-22:29:23      -57.9
2018/220-22:39:23      -52.7
2018/220-22:49:23      -48.7
2018/220-22:59:23      -45.2
2018/220-23:09:23      -42.7
2018/220-23:19:23      -41.1
2018/220-23:29:23      -40.6
2018/220-23:39:23      -42.4
2018/220-23:49:23      -44.9
2018/220-23:59:23      -46.7
2018/221-00:09:23      -47.8
2018/221-00:19:23      -49.4
2018/221-00:29:23      -52.8
2018/221-00:39:23      -57.1
2018/221-00:49:23      -61.6
2018/221-00:59:23      -63.9
2018/221-01:09:23      -62.0
2018/221-01:19:23      -60.8
2018/221-01:29:23      -59.4
2018/221-01:39:23      -56.2
2018/221-01:49:23      -53.8
2018/221-01:59:23      -53.5
2018/221-02:09:23      -54.8
2018/221-02:19:23      -59.4
2018/221-02:29:23      -68.7
2018/221-02:39:23      -77.2
2018/221-02:49:23      -83.2
2018/221-02:59:23      -86.8
2018/221-03:09:23      -87.9
2018/221-03:19:23      -87.8
2018/221-03:29:23      -87.8
2018/221-03:39:23      -88.9
2018/221-03:49:23      -86.4
2018/221-03:59:23      -80.3
2018/221-04:09:23      -72.9
2018/221-04:19:23      -65.9
2018/221-04:29:23      -59.3
2018/221-04:39:23      -53.1
2018/221-04:49:23      -47.8
2018/221-04:59:23      -43.7
2018/221-05:09:23      -40.5
2018/221-05:19:23      -38.4
2018/221-05:29:23      -37.2
2018/221-05:39:23      -36.8
2018/221-05:49:23      -42.7
2018/221-05:59:23      -58.6
2018/221-06:09:23      -77.0
2018/221-06:19:23      -96.8
2018/221-06:29:23     -112.6
2018/221-06:39:23     -123.0
2018/221-06:49:23     -134.9
2018/221-06:59:23     -138.8
2018/221-07:09:23     -141.9
2018/221-07:19:23     -137.5
2018/221-07:29:23     -127.7
2018/221-07:39:23     -116.0
2018/221-07:49:23     -105.1
2018/221-07:59:23      -93.9
2018/221-08:09:23      -85.3
2018/221-08:19:23      -81.8
2018/221-08:29:23      -75.9
2018/221-08:39:23      -72.6
2018/221-08:49:23      -70.7
2018/221-08:59:23      -72.4
2018/221-09:09:23      -78.4
2018/221-09:19:23      -85.0
2018/221-09:29:23      -89.2
2018/221-09:39:23      -91.1
2018/221-09:49:23      -90.3
2018/221-09:59:23      -86.5
2018/221-10:09:23      -85.1
2018/221-10:19:23      -83.0
2018/221-10:29:23      -80.3
2018/221-10:39:23      -80.0
2018/221-10:49:23      -80.3
2018/221-10:59:23      -79.4
2018/221-11:09:23      -77.2
2018/221-11:19:23      -72.8
2018/221-11:29:23      -66.5
2018/221-11:39:23      -61.6
2018/221-11:49:23      -57.1
2018/221-11:59:23      -52.8
2018/221-12:09:23      -48.4
2018/221-12:19:23      -44.0
2018/221-12:29:23      -40.1
2018/221-12:39:23      -36.5
2018/221-12:49:23      -33.8
2018/221-12:59:23      -35.7
2018/221-13:09:23      -41.2
2018/221-13:19:23      -46.0
2018/221-13:29:23      -50.0
2018/221-13:39:23      -55.8
2018/221-13:49:23      -61.8
2018/221-13:59:23      -65.0
2018/221-14:09:23      -67.5
2018/221-14:19:23      -70.0
2018/221-14:29:23      -70.0
2018/221-14:39:23      -68.3
2018/221-14:49:23      -66.0
2018/221-14:59:23      -66.7
2018/221-15:09:23      -66.6
2018/221-15:19:23      -66.2
2018/221-15:29:23      -66.0
2018/221-15:39:23      -66.7
2018/221-15:49:23      -67.6
2018/221-15:59:23      -68.7
2018/221-16:09:23      -69.9
2018/221-16:19:23      -70.9
2018/221-16:29:23      -71.7
2018/221-16:39:23      -72.2
2018/221-16:49:23      -72.3
2018/221-16:59:23      -72.0
2018/221-17:09:23      -68.5
2018/221-17:19:23      -66.8
2018/221-17:29:23      -65.0
2018/221-17:39:23      -63.7
2018/221-17:49:23      -63.4
2018/221-17:59:23      -64.4
2018/221-18:09:23      -66.0
2018/221-18:19:23      -67.8
2018/221-18:29:23      -70.2
2018/221-18:39:23      -75.1
2018/221-18:49:23      -83.5
2018/221-18:59:23      -93.0
2018/221-19:09:23     -101.3
2018/221-19:19:23     -108.0
2018/221-19:29:23     -112.7
2018/221-19:39:23     -114.4
2018/221-19:49:23     -111.6
2018/221-19:59:23     -105.3
2018/221-20:09:23     -101.0
2018/221-20:19:23     -100.8
2018/221-20:29:23     -100.3
2018/221-20:39:23     -107.5
2018/221-20:49:23     -109.8
2018/221-20:59:23     -107.3
2018/221-21:09:23     -100.1
2018/221-21:19:23      -93.4
2018/221-21:29:23      -85.4
2018/221-21:39:23      -77.3
2018/221-21:49:23      -68.9
2018/221-21:59:23      -62.2
2018/221-22:09:23      -62.9
2018/221-22:19:23      -65.3
2018/221-22:29:23      -64.8
2018/221-22:39:23      -60.1
2018/221-22:49:23      -56.3
2018/221-22:59:23      -53.8
2018/221-23:09:23      -51.4
2018/221-23:19:23      -49.0
2018/221-23:29:23      -46.0
2018/221-23:39:23      -43.3
2018/221-23:49:23      -41.0
2018/221-23:59:23      -38.2
2018/222-00:09:23      -35.4
2018/222-00:19:23      -33.3
2018/222-00:29:23      -32.2
2018/222-00:39:23      -33.0
2018/222-00:49:23      -35.8
2018/222-00:59:23      -40.5
2018/222-01:09:23      -47.3
2018/222-01:19:23      -56.1
2018/222-01:29:23      -65.2
2018/222-01:39:23      -74.8
2018/222-01:49:23      -83.3
2018/222-01:59:23      -92.8
2018/222-02:09:23     -102.3
2018/222-02:19:23     -109.5
2018/222-02:29:23     -112.7
2018/222-02:39:23     -109.6
2018/222-02:49:23     -104.6
2018/222-02:59:23      -98.1
2018/222-03:09:23      -90.3
2018/222-03:19:23      -80.9
2018/222-03:29:23      -71.6
2018/222-03:39:23      -62.9
2018/222-03:49:23      -55.0
2018/222-03:59:23      -48.0
2018/222-04:09:23      -41.4
2018/222-04:19:23      -36.2
2018/222-04:29:23      -34.6
2018/222-04:39:23      -32.9
2018/222-04:49:23      -31.3
2018/222-04:59:23      -28.7
2018/222-05:09:23      -27.0
2018/222-05:19:23      -25.4
2018/222-05:29:23      -24.0
2018/222-05:39:23      -22.6
2018/222-05:49:23      -21.3
2018/222-05:59:23      -20.3
2018/222-06:09:23      -19.4
2018/222-06:19:23      -18.6
2018/222-06:29:23      -18.5
2018/222-06:39:23      -19.4
2018/222-06:49:23      -21.5
2018/222-06:59:23      -23.2
2018/222-07:09:23      -23.8
2018/222-07:19:23      -23.8
2018/222-07:29:23      -23.3
2018/222-07:39:23      -22.6
2018/222-07:49:23      -21.9
2018/222-07:59:23      -21.0
2018/222-08:09:23      -20.2
2018/222-08:19:23      -19.4
2018/222-08:29:23      -18.9
2018/222-08:39:23      -18.3
2018/222-08:49:23      -17.8
2018/222-08:59:23      -17.4
2018/222-09:09:23      -17.0
2018/222-09:19:23      -16.7
2018/222-09:29:23      -16.4
2018/222-09:39:23      -16.1
2018/222-09:49:23      -15.9
2018/222-09:59:23      -15.7
2018/222-10:09:23      -15.6
2018/222-10:19:23      -15.5
2018/222-10:29:23      -15.7
2018/222-10:39:23      -15.9
2018/222-10:49:23      -16.0
2018/222-10:59:23      -16.2
2018/222-11:09:23      -16.3
2018/222-11:19:23      -16.2
2018/222-11:29:23      -16.2
2018/222-11:39:23      -16.2
2018/222-11:49:23      -16.2
2018/222-11:59:23      -16.2
2018/222-12:09:23      -16.2
2018/222-12:19:23      -16.3
2018/222-12:29:23      -16.7
2018/222-12:39:23      -17.1
2018/222-12:49:23      -17.2
2018/222-12:59:23      -17.2
2018/222-13:09:23      -17.3
2018/222-13:19:23      -17.5
2018/222-13:29:23      -17.6
2018/222-13:39:23      -17.9
2018/222-13:49:23      -18.0
2018/222-13:59:23      -18.2
2018/222-14:09:23      -19.0
2018/222-14:19:23      -21.8
2018/222-14:29:23      -26.1
2018/222-14:39:23      -33.1
2018/222-14:49:23      -44.0
2018/222-14:59:23      -54.6
2018/222-15:09:23      -61.8
2018/222-15:19:23      -65.7
2018/222-15:29:23      -68.5
2018/222-15:39:23      -70.1
2018/222-15:49:23      -69.2
2018/222-15:59:23      -66.4
2018/222-16:09:23      -62.4
2018/222-16:19:23      -57.7
2018/222-16:29:23      -52.5
2018/222-16:39:23      -47.8
2018/222-16:49:23      -46.5
2018/222-16:59:23      -48.4
2018/222-17:09:23      -52.5
2018/222-17:19:23      -59.2
2018/222-17:29:23      -62.4
2018/222-17:39:23      -66.1
2018/222-17:49:23      -77.1
2018/222-17:59:23      -86.6
2018/222-18:09:23      -92.2
2018/222-18:19:23      -90.7
2018/222-18:29:23      -86.9
2018/222-18:39:23      -82.5
2018/222-18:49:23      -77.4
2018/222-18:59:23      -71.2
2018/222-19:09:23      -65.6
2018/222-19:19:23      -61.1
2018/222-19:29:23      -58.1
2018/222-19:39:23      -57.3
2018/222-19:49:23      -60.1
2018/222-19:59:23      -69.7
2018/222-20:09:23      -79.1
2018/222-20:19:23      -85.6
2018/222-20:29:23      -89.0
2018/222-20:39:23      -87.7
2018/222-20:49:23      -82.9
2018/222-20:59:23      -78.0
2018/222-21:09:23      -73.1
2018/222-21:19:23      -67.4
2018/222-21:29:23      -60.5
2018/222-21:39:23      -53.9
2018/222-21:49:23      -49.5
2018/222-21:59:23      -46.6
2018/222-22:09:23      -44.6
2018/222-22:19:23      -43.3
2018/222-22:29:23      -42.1
2018/222-22:39:23      -40.8
2018/222-22:49:23      -39.5
2018/222-22:59:23      -38.4
2018/222-23:09:23      -37.4
2018/222-23:19:23      -37.2
2018/222-23:29:23      -38.0
2018/222-23:39:23      -40.0
2018/222-23:49:23      -42.8
2018/222-23:59:23      -45.2
2018/223-00:09:23      -46.6
2018/223-00:19:23      -47.4
2018/223-00:29:23      -48.8
2018/223-00:39:23      -49.5
2018/223-00:49:23      -49.0
2018/223-00:59:23      -52.2
2018/223-01:09:23      -56.6
2018/223-01:19:23      -60.0
2018/223-01:29:23      -66.4
2018/223-01:39:23      -75.4
2018/223-01:49:23      -79.0
2018/223-01:59:23      -73.9
2018/223-02:09:23      -69.8
2018/223-02:19:23      -71.6
2018/223-02:29:23      -91.9
2018/223-02:39:23      -97.1
2018/223-02:49:23      -88.6
2018/223-02:59:23      -80.6
2018/223-03:09:23      -79.3
2018/223-03:19:23      -74.6
2018/223-03:29:23      -67.8
2018/223-03:39:23      -61.4
2018/223-03:49:23      -55.3
2018/223-03:59:23      -51.0
2018/223-04:09:23      -49.1
2018/223-04:19:23      -47.2
2018/223-04:29:23      -49.4
2018/223-04:39:23      -54.9
2018/223-04:49:23      -60.2
2018/223-04:59:23      -60.6
2018/223-05:09:23      -59.9
2018/223-05:19:23      -61.6
2018/223-05:29:23      -64.3
2018/223-05:39:23      -66.1
2018/223-05:49:23      -67.8
2018/223-05:59:23      -70.8
2018/223-06:09:23      -74.6
2018/223-06:19:23      -74.6
2018/223-06:29:23      -71.8
2018/223-06:39:23      -68.2
2018/223-06:49:23      -65.0
2018/223-06:59:23      -61.4
2018/223-07:09:23      -60.7
2018/223-07:19:23      -59.8
2018/223-07:29:23      -54.3
2018/223-07:39:23      -48.9
2018/223-07:49:23      -45.0
2018/223-07:59:23      -41.7
2018/223-08:09:23      -42.3
2018/223-08:19:23      -39.6
2018/223-08:29:23      -36.6
2018/223-08:39:23      -34.2
2018/223-08:49:23      -32.5
2018/223-08:59:23      -31.0
2018/223-09:09:23      -28.0
2018/223-09:19:23      -22.8
2018/223-09:29:23      -21.8
2018/223-09:39:23      -20.9
2018/223-09:49:23      -20.2
2018/223-09:59:23      -19.6
2018/223-10:09:23      -19.7
2018/223-10:19:23      -19.4
2018/223-10:29:23      -19.1
2018/223-10:39:23      -20.1
2018/223-10:49:23      -25.0
2018/223-10:59:23      -43.4
2018/223-11:09:23      -76.1
2018/223-11:19:23     -104.3
2018/223-11:29:23     -112.0
2018/223-11:39:23     -125.9
2018/223-11:49:23     -129.9
2018/223-11:59:23     -141.7
2018/223-12:09:23     -131.1
2018/223-12:19:23     -119.5
2018/223-12:29:23     -108.6
2018/223-12:39:23     -107.3
2018/223-12:49:23     -106.6
2018/223-12:59:23     -114.1
2018/223-13:09:23     -134.8
2018/223-13:19:23     -170.2
2018/223-13:29:23     -217.3
2018/223-13:39:23     -265.1
2018/223-13:49:23     -308.1
2018/223-13:59:23     -336.3
2018/223-14:09:23     -338.8
2018/223-14:19:23     -318.4
2018/223-14:29:23     -301.1
2018/223-14:39:23     -278.8
2018/223-14:49:23     -246.9
2018/223-14:59:23     -210.5
2018/223-15:09:23     -176.0
2018/223-15:19:23     -144.2
2018/223-15:29:23     -117.0
2018/223-15:39:23      -94.1
2018/223-15:49:23      -78.9
2018/223-15:59:23      -75.4
2018/223-16:09:23      -76.6
2018/223-16:19:23      -75.5
2018/223-16:29:23      -82.4
2018/223-16:39:23     -100.5
2018/223-16:49:23     -127.4
2018/223-16:59:23     -161.4
2018/223-17:09:23     -185.4
2018/223-17:19:23     -183.3
2018/223-17:29:23     -176.9
2018/223-17:39:23     -170.6
2018/223-17:49:23     -160.7
2018/223-17:59:23     -144.2
2018/223-18:09:23     -125.8
2018/223-18:19:23     -107.6
2018/223-18:29:23      -91.3
2018/223-18:39:23      -77.1
2018/223-18:49:23      -64.9
2018/223-18:59:23      -55.4
2018/223-19:09:23      -48.5
2018/223-19:19:23      -43.3
2018/223-19:29:23      -40.6
2018/223-19:39:23      -46.2
2018/223-19:49:23      -66.1
2018/223-19:59:23      -96.6
2018/223-20:09:23     -103.4
2018/223-20:19:23     -108.4
2018/223-20:29:23     -136.0
2018/223-20:39:23     -172.9
2018/223-20:49:23     -207.8
2018/223-20:59:23     -251.0
2018/223-21:09:23     -289.9
2018/223-21:19:23     -320.6
2018/223-21:29:23     -351.8
2018/223-21:39:23     -358.8
2018/223-21:49:23     -349.2
2018/223-21:59:23     -342.0
2018/223-22:09:23     -327.8
2018/223-22:19:23     -295.1
2018/223-22:29:23     -260.0
2018/223-22:39:23     -231.0
2018/223-22:49:23     -205.2
2018/223-22:59:23     -169.3
2018/223-23:09:23     -138.6
2018/223-23:19:23     -114.0
2018/223-23:29:23      -99.1
2018/223-23:39:23      -84.7
2018/223-23:49:23      -71.4
2018/223-23:59:23      -60.6
2018/224-00:09:23      -53.1
2018/224-00:19:23      -46.5
2018/224-00:29:23      -46.2
2018/224-00:39:23      -49.4
2018/224-00:49:23      -53.8
2018/224-00:59:23      -58.4
2018/224-01:09:23      -63.1
2018/224-01:19:23      -67.7
2018/224-01:29:23      -71.9
2018/224-01:39:23      -75.5
2018/224-01:49:23      -78.4
2018/224-01:59:23      -80.8
2018/224-02:09:23      -82.5
2018/224-02:19:23      -83.4
2018/224-02:29:23      -75.9
2018/224-02:39:23      -69.3
2018/224-02:49:23      -63.7
2018/224-02:59:23      -58.7
2018/224-03:09:23      -53.4
2018/224-03:19:23      -48.9
2018/224-03:29:23      -43.6
2018/224-03:39:23      -38.5
2018/224-03:49:23      -34.2
2018/224-03:59:23      -30.8
2018/224-04:09:23      -27.7
2018/224-04:19:23      -25.7
2018/224-04:29:23      -32.1
2018/224-04:39:23      -38.4
2018/224-04:49:23      -37.8
2018/224-04:59:23      -35.5
2018/224-05:09:23      -35.5
2018/224-05:19:23      -35.7
2018/224-05:29:23      -34.0
2018/224-05:39:23      -31.8
2018/224-05:49:23      -29.5
2018/224-05:59:23      -27.2
2018/224-06:09:23      -26.1
2018/224-06:19:23      -25.0
2018/224-06:29:23      -23.1
2018/224-06:39:23      -21.5
2018/224-06:49:23      -20.4
2018/224-06:59:23      -19.7
2018/224-07:09:23      -19.2
2018/224-07:19:23      -18.9
2018/224-07:29:23      -19.1
2018/224-07:39:23      -25.2
2018/224-07:49:23      -30.7
2018/224-07:59:23      -30.4
2018/224-08:09:23      -29.6
2018/224-08:19:23      -30.1
2018/224-08:29:23      -30.0
2018/224-08:39:23      -28.4
2018/224-08:49:23      -26.8
2018/224-08:59:23      -25.7
2018/224-09:09:23      -27.1
2018/224-09:19:23      -29.5
2018/224-09:29:23      -31.6
2018/224-09:39:23      -37.7
2018/224-09:49:23      -44.2
2018/224-09:59:23      -47.9
2018/224-10:09:23      -51.3
2018/224-10:19:23      -52.6
2018/224-10:29:23      -56.1
2018/224-10:39:23      -63.3
2018/224-10:49:23      -72.6
2018/224-10:59:23      -84.4
2018/224-11:09:23      -98.5
2018/224-11:19:23     -107.0
2018/224-11:29:23     -106.5
2018/224-11:39:23     -103.3
2018/224-11:49:23     -104.8
2018/224-11:59:23     -106.2
2018/224-12:09:23     -104.4
2018/224-12:19:23     -100.9
2018/224-12:29:23      -96.4
2018/224-12:39:23      -89.5
2018/224-12:49:23      -81.6
2018/224-12:59:23      -74.8
2018/224-13:09:23      -68.7
2018/224-13:19:23      -62.6
2018/224-13:29:23      -56.5
2018/224-13:39:23      -50.8
2018/224-13:49:23      -45.8
2018/224-13:59:23      -41.3
2018/224-14:09:23      -37.8
2018/224-14:19:23      -35.1
2018/224-14:29:23      -32.9
2018/224-14:39:23      -31.0
2018/224-14:49:23      -29.6
2018/224-14:59:23      -32.0
2018/224-15:09:23      -38.1
2018/224-15:19:23      -41.4
2018/224-15:29:23      -44.3
2018/224-15:39:23      -47.6
2018/224-15:49:23      -50.1
2018/224-15:59:23      -50.2
2018/224-16:09:23      -48.9
2018/224-16:19:23      -47.1
2018/224-16:29:23      -44.7
2018/224-16:39:23      -41.7
2018/224-16:49:23      -38.5
2018/224-16:59:23      -35.5
2018/224-17:09:23      -33.0
2018/224-17:19:23      -31.0
2018/224-17:29:23      -30.4
2018/224-17:39:23      -36.7
2018/224-17:49:23      -50.2
2018/224-17:59:23      -65.9
2018/224-18:09:23      -79.6
2018/224-18:19:23      -92.6
2018/224-18:29:23     -107.8
2018/224-18:39:23     -130.1
2018/224-18:49:23     -154.7
2018/224-18:59:23     -165.4
2018/224-19:09:23     -162.5
2018/224-19:19:23     -154.0
2018/224-19:29:23     -144.2
2018/224-19:39:23     -132.2
2018/224-19:49:23     -118.2
2018/224-19:59:23     -104.5
2018/224-20:09:23      -92.7
2018/224-20:19:23      -83.7
2018/224-20:29:23      -76.3
2018/224-20:39:23      -65.7
2018/224-20:49:23      -58.3
2018/224-20:59:23      -53.5
2018/224-21:09:23      -50.4
2018/224-21:19:23      -49.7
2018/224-21:29:23      -52.2
2018/224-21:39:23      -49.1
2018/224-21:49:23      -46.8
2018/224-21:59:23      -47.0
2018/224-22:09:23      -44.5
2018/224-22:19:23      -41.2
2018/224-22:29:23      -38.6
2018/224-22:39:23      -37.1
2018/224-22:49:23      -36.7
2018/224-22:59:23      -36.0
2018/224-23:09:23      -35.5
2018/224-23:19:23      -36.3
2018/224-23:29:23      -34.9
2018/224-23:39:23      -33.3
2018/224-23:49:23      -32.0
2018/224-23:59:23      -31.3
2018/225-00:09:23      -29.7
2018/225-00:19:23      -28.3
2018/225-00:29:23      -27.2
2018/225-00:39:23      -26.1
2018/225-00:49:23      -25.2
2018/225-00:59:23      -24.4
2018/225-01:09:23      -23.8
2018/225-01:19:23      -23.2
2018/225-01:29:23      -22.9
2018/225-01:39:23      -22.6
2018/225-01:49:23      -22.9
2018/225-01:59:23      -22.5
2018/225-02:09:23      -22.5
2018/225-02:19:23      -23.2
2018/225-02:29:23      -24.5
2018/225-02:39:23      -26.9
2018/225-02:49:23      -31.0
2018/225-02:59:23      -38.9
2018/225-03:09:23      -54.0
