      Time          Predicted AE
2013/133-22:30:00       53.4
2013/133-22:40:00       50.6
2013/133-22:50:00       48.1
2013/133-23:00:00       46.0
2013/133-23:10:00       44.0
2013/133-23:20:00       42.1
2013/133-23:30:00       40.3
2013/133-23:40:00       38.9
2013/133-23:50:00       38.2
2013/134-00:00:00       39.0
2013/134-00:10:00       42.1
2013/134-00:20:00       48.6
2013/134-00:30:00       58.7
2013/134-00:40:00       70.5
2013/134-00:50:00       80.8
2013/134-01:00:00       86.4
2013/134-01:10:00       87.7
2013/134-01:20:00       85.7
2013/134-01:30:00       82.8
2013/134-01:40:00       79.2
2013/134-01:50:00       75.0
2013/134-02:00:00       71.2
2013/134-02:10:00       69.5
2013/134-02:20:00       71.6
2013/134-02:30:00       80.0
2013/134-02:40:00       89.9
2013/134-02:50:00       99.6
2013/134-03:00:00      112.7
2013/134-03:10:00      132.6
2013/134-03:20:00      154.0
2013/134-03:30:00      166.6
2013/134-03:40:00      173.8
2013/134-03:50:00      177.1
2013/134-04:00:00      179.0
2013/134-04:10:00      179.8
2013/134-04:20:00      179.8
2013/134-04:30:00      178.4
2013/134-04:40:00      177.3
2013/134-04:50:00      177.2
2013/134-05:00:00      177.1
2013/134-05:10:00      174.2
2013/134-05:20:00      169.1
2013/134-05:30:00      163.7
2013/134-05:40:00      155.3
2013/134-05:50:00      144.0
2013/134-06:00:00      132.5
2013/134-06:10:00      121.9
2013/134-06:20:00      112.0
2013/134-06:30:00      102.3
2013/134-06:40:00       92.9
2013/134-06:50:00       84.5
2013/134-07:00:00       77.5
2013/134-07:10:00       71.7
2013/134-07:20:00       67.1
2013/134-07:30:00       63.7
2013/134-07:40:00       61.1
2013/134-07:50:00       59.0
2013/134-08:00:00       57.3
2013/134-08:10:00       56.0
2013/134-08:20:00       54.7
2013/134-08:30:00       53.8
2013/134-08:40:00       54.5
2013/134-08:50:00       57.9
2013/134-09:00:00       67.3
2013/134-09:10:00       77.7
2013/134-09:20:00       87.0
2013/134-09:30:00       91.6
2013/134-09:40:00       90.6
2013/134-09:50:00       89.1
2013/134-10:00:00       88.1
2013/134-10:10:00       88.9
2013/134-10:20:00       90.9
2013/134-10:30:00       88.8
2013/134-10:40:00       86.0
2013/134-10:50:00       84.2
2013/134-11:00:00       84.1
2013/134-11:10:00       83.2
2013/134-11:20:00       81.1
2013/134-11:30:00       78.4
2013/134-11:40:00       76.7
2013/134-11:50:00       77.8
2013/134-12:00:00       81.1
2013/134-12:10:00       85.0
2013/134-12:20:00       92.8
2013/134-12:30:00      110.0
2013/134-12:40:00      134.7
2013/134-12:50:00      156.3
2013/134-13:00:00      173.6
2013/134-13:10:00      188.4
2013/134-13:20:00      203.3
2013/134-13:30:00      215.6
2013/134-13:40:00      224.9
2013/134-13:50:00      230.9
2013/134-14:00:00      238.5
2013/134-14:10:00      256.1
2013/134-14:20:00      273.4
2013/134-14:30:00      281.8
2013/134-14:40:00      282.6
2013/134-14:50:00      282.2
2013/134-15:00:00      281.8
2013/134-15:10:00      279.9
2013/134-15:20:00      276.4
2013/134-15:30:00      273.5
2013/134-15:40:00      272.3
2013/134-15:50:00      274.6
2013/134-16:00:00      274.7
2013/134-16:10:00      269.1
2013/134-16:20:00      265.9
2013/134-16:30:00      267.8
2013/134-16:40:00      273.3
2013/134-16:50:00      277.9
2013/134-17:00:00      277.9
2013/134-17:10:00      272.7
2013/134-17:20:00      264.7
2013/134-17:30:00      257.5
2013/134-17:40:00      253.0
2013/134-17:50:00      251.3
2013/134-18:00:00      250.5
2013/134-18:10:00      248.4
2013/134-18:20:00      243.9
2013/134-18:30:00      236.8
2013/134-18:40:00      228.9
2013/134-18:50:00      222.4
2013/134-19:00:00      218.3
2013/134-19:10:00      217.5
2013/134-19:20:00      216.2
2013/134-19:30:00      214.8
2013/134-19:40:00      214.1
2013/134-19:50:00      217.4
2013/134-20:00:00      224.4
2013/134-20:10:00      233.2
2013/134-20:20:00      241.5
2013/134-20:30:00      242.6
2013/134-20:40:00      232.7
2013/134-20:50:00      215.4
2013/134-21:00:00      194.7
2013/134-21:10:00      174.9
2013/134-21:20:00      156.4
2013/134-21:30:00      139.9
2013/134-21:40:00      125.0
2013/134-21:50:00      111.5
2013/134-22:00:00       99.2
2013/134-22:10:00       88.3
2013/134-22:20:00       79.3
2013/134-22:30:00       72.1
2013/134-22:40:00       66.2
2013/134-22:50:00       61.4
2013/134-23:00:00       57.3
2013/134-23:10:00       53.7
2013/134-23:20:00       50.7
2013/134-23:30:00       48.1
2013/134-23:40:00       46.0
2013/134-23:50:00       44.4
2013/135-00:00:00       43.0
2013/135-00:10:00       41.9
2013/135-00:20:00       40.9
2013/135-00:30:00       39.9
2013/135-00:40:00       38.9
2013/135-00:50:00       37.9
2013/135-01:00:00       36.9
2013/135-01:10:00       35.9
2013/135-01:20:00       34.9
2013/135-01:30:00       33.9
2013/135-01:40:00       32.9
2013/135-01:50:00       31.8
2013/135-02:00:00       30.7
2013/135-02:10:00       29.7
2013/135-02:20:00       28.7
2013/135-02:30:00       27.8
2013/135-02:40:00       27.0
2013/135-02:50:00       26.3
2013/135-03:00:00       25.6
2013/135-03:10:00       25.1
2013/135-03:20:00       24.8
2013/135-03:30:00       24.6
2013/135-03:40:00       24.5
2013/135-03:50:00       24.7
2013/135-04:00:00       25.0
2013/135-04:10:00       25.4
2013/135-04:20:00       26.0
2013/135-04:30:00       26.6
2013/135-04:40:00       27.5
2013/135-04:50:00       28.5
2013/135-05:00:00       29.5
2013/135-05:10:00       30.7
2013/135-05:20:00       32.1
2013/135-05:30:00       33.4
2013/135-05:40:00       34.5
2013/135-05:50:00       35.4
2013/135-06:00:00       36.2
2013/135-06:10:00       36.4
2013/135-06:20:00       36.3
2013/135-06:30:00       36.1
2013/135-06:40:00       35.7
2013/135-06:50:00       35.2
2013/135-07:00:00       35.2
2013/135-07:10:00       35.9
2013/135-07:20:00       37.4
2013/135-07:30:00       39.8
2013/135-07:40:00       42.6
2013/135-07:50:00       44.1
2013/135-08:00:00       45.4
2013/135-08:10:00       48.3
2013/135-08:20:00       55.9
2013/135-08:30:00       68.5
2013/135-08:40:00       88.0
2013/135-08:50:00      115.1
2013/135-09:00:00      142.4
2013/135-09:10:00      168.6
2013/135-09:20:00      173.5
2013/135-09:30:00      169.1
2013/135-09:40:00      158.9
2013/135-09:50:00      151.6
2013/135-10:00:00      143.6
2013/135-10:10:00      136.6
2013/135-10:20:00      128.8
2013/135-10:30:00      120.8
2013/135-10:40:00      112.1
2013/135-10:50:00      103.2
2013/135-11:00:00       95.7
2013/135-11:10:00       91.9
2013/135-11:20:00       95.8
2013/135-11:30:00      110.5
2013/135-11:40:00      135.3
2013/135-11:50:00      165.3
2013/135-12:00:00      199.1
2013/135-12:10:00      231.9
2013/135-12:20:00      274.4
2013/135-12:30:00      327.7
2013/135-12:40:00      378.7
2013/135-12:50:00      419.2
2013/135-13:00:00      451.7
2013/135-13:10:00      477.9
2013/135-13:20:00      500.5
2013/135-13:30:00      526.4
2013/135-13:40:00      542.5
2013/135-13:50:00      514.9
2013/135-14:00:00      470.3
2013/135-14:10:00      421.6
2013/135-14:20:00      378.2
2013/135-14:30:00      330.2
2013/135-14:40:00      283.0
2013/135-14:50:00      238.7
2013/135-15:00:00      202.4
2013/135-15:10:00      170.8
2013/135-15:20:00      144.4
2013/135-15:30:00      125.5
2013/135-15:40:00      109.9
2013/135-15:50:00       98.0
2013/135-16:00:00       88.5
2013/135-16:10:00       80.7
2013/135-16:20:00       74.3
2013/135-16:30:00       69.1
2013/135-16:40:00       64.7
2013/135-16:50:00       61.2
2013/135-17:00:00       58.2
2013/135-17:10:00       55.8
2013/135-17:20:00       53.7
2013/135-17:30:00       51.9
2013/135-17:40:00       50.3
2013/135-17:50:00       49.0
2013/135-18:00:00       47.9
2013/135-18:10:00       46.9
2013/135-18:20:00       45.9
2013/135-18:30:00       45.2
2013/135-18:40:00       44.5
2013/135-18:50:00       43.9
2013/135-19:00:00       44.0
2013/135-19:10:00       43.7
2013/135-19:20:00       43.8
2013/135-19:30:00       44.4
2013/135-19:40:00       46.0
2013/135-19:50:00       47.4
2013/135-20:00:00       48.1
2013/135-20:10:00       48.5
2013/135-20:20:00       48.7
2013/135-20:30:00       48.6
2013/135-20:40:00       48.3
2013/135-20:50:00       48.1
2013/135-21:00:00       47.9
2013/135-21:10:00       47.7
2013/135-21:20:00       47.3
2013/135-21:30:00       46.7
2013/135-21:40:00       46.2
2013/135-21:50:00       45.9
2013/135-22:00:00       45.4
2013/135-22:10:00       45.3
2013/135-22:20:00       45.6
2013/135-22:30:00       46.6
2013/135-22:40:00       48.5
2013/135-22:50:00       50.9
2013/135-23:00:00       52.3
2013/135-23:10:00       53.2
2013/135-23:20:00       53.6
2013/135-23:30:00       54.0
2013/135-23:40:00       52.6
2013/135-23:50:00       50.8
2013/136-00:00:00       53.8
2013/136-00:10:00       56.6
2013/136-00:20:00       57.8
2013/136-00:30:00       57.2
2013/136-00:40:00       55.0
2013/136-00:50:00       52.7
2013/136-01:00:00       56.1
2013/136-01:10:00       57.2
2013/136-01:20:00       64.0
2013/136-01:30:00       80.7
2013/136-01:40:00      129.6
2013/136-01:50:00      184.5
2013/136-02:00:00      258.3
2013/136-02:10:00      337.9
2013/136-02:20:00      408.3
2013/136-02:30:00      463.7
2013/136-02:40:00      511.9
2013/136-02:50:00      564.1
2013/136-03:00:00      608.6
2013/136-03:10:00      645.3
2013/136-03:20:00      677.4
2013/136-03:30:00      698.8
2013/136-03:40:00      704.8
2013/136-03:50:00      689.6
2013/136-04:00:00      650.3
2013/136-04:10:00      600.9
2013/136-04:20:00      551.9
2013/136-04:30:00      514.7
2013/136-04:40:00      493.2
2013/136-04:50:00      460.5
2013/136-05:00:00      410.5
2013/136-05:10:00      361.4
2013/136-05:20:00      326.2
2013/136-05:30:00      299.7
2013/136-05:40:00      274.1
2013/136-05:50:00      251.9
2013/136-06:00:00      234.3
2013/136-06:10:00      217.0
2013/136-06:20:00      202.3
2013/136-06:30:00      190.5
2013/136-06:40:00      182.5
2013/136-06:50:00      175.5
2013/136-07:00:00      168.4
2013/136-07:10:00      161.2
2013/136-07:20:00      154.6
2013/136-07:30:00      148.6
2013/136-07:40:00      143.0
2013/136-07:50:00      137.8
2013/136-08:00:00      133.3
2013/136-08:10:00      128.8
2013/136-08:20:00      124.1
2013/136-08:30:00      119.1
2013/136-08:40:00      114.3
2013/136-08:50:00      110.1
2013/136-09:00:00      106.7
2013/136-09:10:00      103.2
2013/136-09:20:00       99.5
2013/136-09:30:00       95.5
2013/136-09:40:00       91.3
2013/136-09:50:00       87.2
2013/136-10:00:00       83.2
2013/136-10:10:00       79.5
2013/136-10:20:00       76.1
2013/136-10:30:00       73.0
2013/136-10:40:00       70.2
2013/136-10:50:00       67.6
2013/136-11:00:00       65.0
2013/136-11:10:00       62.7
2013/136-11:20:00       60.6
2013/136-11:30:00       58.7
2013/136-11:40:00       56.9
2013/136-11:50:00       55.1
2013/136-12:00:00       53.5
2013/136-12:10:00       51.8
2013/136-12:20:00       50.4
2013/136-12:30:00       49.1
2013/136-12:40:00       48.0
2013/136-12:50:00       47.2
2013/136-13:00:00       46.4
2013/136-13:10:00       45.6
2013/136-13:20:00       44.9
2013/136-13:30:00       44.3
2013/136-13:40:00       43.8
2013/136-13:50:00       43.5
2013/136-14:00:00       43.2
2013/136-14:10:00       43.0
2013/136-14:20:00       43.0
2013/136-14:30:00       43.3
2013/136-14:40:00       45.9
2013/136-14:50:00       49.5
2013/136-15:00:00       50.5
2013/136-15:10:00       50.6
2013/136-15:20:00       51.3
2013/136-15:30:00       52.6
2013/136-15:40:00       53.3
2013/136-15:50:00       54.2
2013/136-16:00:00       55.5
2013/136-16:10:00       57.0
2013/136-16:20:00       57.1
2013/136-16:30:00       56.6
2013/136-16:40:00       58.3
2013/136-16:50:00       64.8
2013/136-17:00:00       78.5
2013/136-17:10:00      102.4
2013/136-17:20:00      136.7
2013/136-17:30:00      175.7
2013/136-17:40:00      213.2
2013/136-17:50:00      248.1
2013/136-18:00:00      281.4
2013/136-18:10:00      313.3
2013/136-18:20:00      343.0
2013/136-18:30:00      370.5
2013/136-18:40:00      395.4
2013/136-18:50:00      417.1
2013/136-19:00:00      434.6
2013/136-19:10:00      447.6
2013/136-19:20:00      461.2
2013/136-19:30:00      477.7
2013/136-19:40:00      492.3
2013/136-19:50:00      503.8
2013/136-20:00:00      512.3
2013/136-20:10:00      516.7
2013/136-20:20:00      519.6
2013/136-20:30:00      523.3
2013/136-20:40:00      525.0
2013/136-20:50:00      525.5
2013/136-21:00:00      524.5
2013/136-21:10:00      522.5
2013/136-21:20:00      519.5
2013/136-21:30:00      515.0
2013/136-21:40:00      509.1
2013/136-21:50:00      500.9
2013/136-22:00:00      489.7
2013/136-22:10:00      478.1
2013/136-22:20:00      470.0
2013/136-22:30:00      464.5
2013/136-22:40:00      458.7
2013/136-22:50:00      452.2
2013/136-23:00:00      437.8
2013/136-23:10:00      413.3
2013/136-23:20:00      390.8
2013/136-23:30:00      374.2
2013/136-23:40:00      358.6
2013/136-23:50:00      339.2
2013/137-00:00:00      299.7
2013/137-00:10:00      262.7
2013/137-00:20:00      229.5
2013/137-00:30:00      201.7
2013/137-00:40:00      175.3
2013/137-00:50:00      152.6
2013/137-01:00:00      134.1
2013/137-01:10:00      120.8
2013/137-01:20:00      114.1
2013/137-01:30:00      115.7
2013/137-01:40:00      131.2
2013/137-01:50:00      149.0
2013/137-02:00:00      164.8
2013/137-02:10:00      185.3
2013/137-02:20:00      203.2
2013/137-02:30:00      217.0
2013/137-02:40:00      219.3
2013/137-02:50:00      213.3
2013/137-03:00:00      209.2
2013/137-03:10:00      205.9
2013/137-03:20:00      202.8
2013/137-03:30:00      203.9
2013/137-03:40:00      208.2
2013/137-03:50:00      215.4
2013/137-04:00:00      227.0
2013/137-04:10:00      240.9
2013/137-04:20:00      250.1
2013/137-04:30:00      258.8
2013/137-04:40:00      267.6
2013/137-04:50:00      277.6
2013/137-05:00:00      285.8
2013/137-05:10:00      290.1
2013/137-05:20:00      288.7
2013/137-05:30:00      283.1
2013/137-05:40:00      276.1
2013/137-05:50:00      265.6
2013/137-06:00:00      254.0
2013/137-06:10:00      241.5
2013/137-06:20:00      231.1
2013/137-06:30:00      224.1
2013/137-06:40:00      220.3
2013/137-06:50:00      218.3
2013/137-07:00:00      216.1
2013/137-07:10:00      210.6
2013/137-07:20:00      199.2
2013/137-07:30:00      184.8
2013/137-07:40:00      170.9
2013/137-07:50:00      157.5
2013/137-08:00:00      143.6
2013/137-08:10:00      130.0
2013/137-08:20:00      117.5
2013/137-08:30:00      106.5
2013/137-08:40:00       97.0
2013/137-08:50:00       89.5
2013/137-09:00:00       84.2
2013/137-09:10:00       82.2
2013/137-09:20:00       80.7
2013/137-09:30:00       78.5
2013/137-09:40:00       75.7
2013/137-09:50:00       76.1
2013/137-10:00:00       83.2
2013/137-10:10:00      103.6
2013/137-10:20:00      137.2
2013/137-10:30:00      179.7
2013/137-10:40:00      228.4
2013/137-10:50:00      267.5
2013/137-11:00:00      295.2
2013/137-11:10:00      314.8
2013/137-11:20:00      333.3
2013/137-11:30:00      348.8
2013/137-11:40:00      363.7
2013/137-11:50:00      376.6
2013/137-12:00:00      387.5
2013/137-12:10:00      395.4
2013/137-12:20:00      397.2
2013/137-12:30:00      393.5
2013/137-12:40:00      387.1
2013/137-12:50:00      371.9
2013/137-13:00:00      344.5
2013/137-13:10:00      313.8
2013/137-13:20:00      283.9
2013/137-13:30:00      254.8
2013/137-13:40:00      226.5
2013/137-13:50:00      200.9
2013/137-14:00:00      179.7
2013/137-14:10:00      162.3
2013/137-14:20:00      148.8
2013/137-14:30:00      135.9
2013/137-14:40:00      123.6
2013/137-14:50:00      112.9
2013/137-15:00:00      111.5
2013/137-15:10:00      123.3
2013/137-15:20:00      160.0
2013/137-15:30:00      209.4
2013/137-15:40:00      267.4
2013/137-15:50:00      323.2
2013/137-16:00:00      372.9
2013/137-16:10:00      414.6
2013/137-16:20:00      448.8
2013/137-16:30:00      476.2
2013/137-16:40:00      497.3
2013/137-16:50:00      517.1
2013/137-17:00:00      532.0
2013/137-17:10:00      539.1
2013/137-17:20:00      536.8
2013/137-17:30:00      520.2
2013/137-17:40:00      487.8
2013/137-17:50:00      448.3
2013/137-18:00:00      413.8
2013/137-18:10:00      392.6
2013/137-18:20:00      386.2
2013/137-18:30:00      384.9
2013/137-18:40:00      375.6
2013/137-18:50:00      333.5
2013/137-19:00:00      292.2
2013/137-19:10:00      258.2
2013/137-19:20:00      233.6
2013/137-19:30:00      213.4
2013/137-19:40:00      201.4
2013/137-19:50:00      194.0
2013/137-20:00:00      189.9
2013/137-20:10:00      185.1
2013/137-20:20:00      179.7
2013/137-20:30:00      177.0
2013/137-20:40:00      181.7
2013/137-20:50:00      198.2
2013/137-21:00:00      222.4
2013/137-21:10:00      246.9
2013/137-21:20:00      267.8
2013/137-21:30:00      284.6
2013/137-21:40:00      301.2
2013/137-21:50:00      321.8
2013/137-22:00:00      341.5
2013/137-22:10:00      358.8
2013/137-22:20:00      374.6
2013/137-22:30:00      386.1
2013/137-22:40:00      387.4
2013/137-22:50:00      378.1
2013/137-23:00:00      367.0
2013/137-23:10:00      357.4
2013/137-23:20:00      349.9
2013/137-23:30:00      344.3
2013/137-23:40:00      340.9
2013/137-23:50:00      339.2
2013/138-00:00:00      337.2
2013/138-00:10:00      331.4
2013/138-00:20:00      324.2
2013/138-00:30:00      325.6
2013/138-00:40:00      335.6
2013/138-00:50:00      355.1
2013/138-01:00:00      381.9
2013/138-01:10:00      413.5
2013/138-01:20:00      450.9
2013/138-01:30:00      496.7
2013/138-01:40:00      582.8
2013/138-01:50:00      664.5
2013/138-02:00:00      736.7
2013/138-02:10:00      793.8
2013/138-02:20:00      822.1
2013/138-02:30:00      855.3
2013/138-02:40:00      880.9
2013/138-02:50:00      894.1
2013/138-03:00:00      900.2
2013/138-03:10:00      922.1
2013/138-03:20:00      913.5
2013/138-03:30:00      907.7
2013/138-03:40:00      896.1
2013/138-03:50:00      875.3
2013/138-04:00:00      847.5
2013/138-04:10:00      835.6
2013/138-04:20:00      822.4
2013/138-04:30:00      809.1
2013/138-04:40:00      792.5
2013/138-04:50:00      756.8
2013/138-05:00:00      678.4
2013/138-05:10:00      616.5
2013/138-05:20:00      575.9
2013/138-05:30:00      580.8
2013/138-05:40:00      565.7
2013/138-05:50:00      565.6
2013/138-06:00:00      570.7
2013/138-06:10:00      572.4
2013/138-06:20:00      578.3
2013/138-06:30:00      586.5
2013/138-06:40:00      588.4
2013/138-06:50:00      580.9
2013/138-07:00:00      572.5
2013/138-07:10:00      568.7
2013/138-07:20:00      563.8
2013/138-07:30:00      563.6
2013/138-07:40:00      563.1
2013/138-07:50:00      548.5
2013/138-08:00:00      523.8
2013/138-08:10:00      489.7
2013/138-08:20:00      451.6
2013/138-08:30:00      416.6
2013/138-08:40:00      387.9
2013/138-08:50:00      358.9
2013/138-09:00:00      333.1
2013/138-09:10:00      315.4
2013/138-09:20:00      298.5
2013/138-09:30:00      282.6
2013/138-09:40:00      266.9
2013/138-09:50:00      249.3
2013/138-10:00:00      235.7
2013/138-10:10:00      233.1
2013/138-10:20:00      229.2
2013/138-10:30:00      218.4
2013/138-10:40:00      202.2
2013/138-10:50:00      186.8
2013/138-11:00:00      173.9
2013/138-11:10:00      161.2
2013/138-11:20:00      151.2
2013/138-11:30:00      143.6
2013/138-11:40:00      135.1
2013/138-11:50:00      123.7
2013/138-12:00:00      109.8
2013/138-12:10:00       98.2
2013/138-12:20:00       98.5
2013/138-12:30:00      106.4
2013/138-12:40:00      139.9
2013/138-12:50:00      172.1
2013/138-13:00:00      199.4
2013/138-13:10:00      203.3
2013/138-13:20:00      202.0
2013/138-13:30:00      195.8
2013/138-13:40:00      192.7
2013/138-13:50:00      182.0
2013/138-14:00:00      168.1
2013/138-14:10:00      153.3
2013/138-14:20:00      139.0
2013/138-14:30:00      125.2
2013/138-14:40:00      113.8
2013/138-14:50:00      101.9
2013/138-15:00:00       93.1
2013/138-15:10:00       85.6
2013/138-15:20:00       79.8
2013/138-15:30:00       74.1
2013/138-15:40:00       69.3
2013/138-15:50:00       65.3
2013/138-16:00:00       62.5
2013/138-16:10:00       61.6
2013/138-16:20:00       63.7
2013/138-16:30:00       68.9
2013/138-16:40:00       76.4
2013/138-16:50:00       90.7
2013/138-17:00:00      112.6
2013/138-17:10:00      140.2
2013/138-17:20:00      166.3
2013/138-17:30:00      186.8
2013/138-17:40:00      202.9
2013/138-17:50:00      220.3
2013/138-18:00:00      240.4
2013/138-18:10:00      252.8
2013/138-18:20:00      257.0
2013/138-18:30:00      252.6
2013/138-18:40:00      264.2
2013/138-18:50:00      284.8
2013/138-19:00:00      313.1
2013/138-19:10:00      337.0
2013/138-19:20:00      372.4
2013/138-19:30:00      423.9
2013/138-19:40:00      474.5
2013/138-19:50:00      518.6
2013/138-20:00:00      543.3
2013/138-20:10:00      541.1
2013/138-20:20:00      529.2
2013/138-20:30:00      538.2
2013/138-20:40:00      551.4
2013/138-20:50:00      542.2
2013/138-21:00:00      535.2
2013/138-21:10:00      536.6
2013/138-21:20:00      532.5
2013/138-21:30:00      516.9
2013/138-21:40:00      501.3
2013/138-21:50:00      494.5
2013/138-22:00:00      498.2
2013/138-22:10:00      488.7
2013/138-22:20:00      474.8
2013/138-22:30:00      464.1
2013/138-22:40:00      464.3
2013/138-22:50:00      464.4
2013/138-23:00:00      464.5
2013/138-23:10:00      469.8
2013/138-23:20:00      481.9
2013/138-23:30:00      496.6
2013/138-23:40:00      507.4
2013/138-23:50:00      522.8
2013/139-00:00:00      537.7
2013/139-00:10:00      549.5
2013/139-00:20:00      560.8
2013/139-00:30:00      565.3
2013/139-00:40:00      569.6
2013/139-00:50:00      582.1
2013/139-01:00:00      590.2
2013/139-01:10:00      598.7
2013/139-01:20:00      604.6
2013/139-01:30:00      606.9
2013/139-01:40:00      597.3
2013/139-01:50:00      569.1
2013/139-02:00:00      497.2
2013/139-02:10:00      437.6
2013/139-02:20:00      386.9
2013/139-02:30:00      345.1
2013/139-02:40:00      298.4
2013/139-02:50:00      257.8
2013/139-03:00:00      221.2
2013/139-03:10:00      187.9
2013/139-03:20:00      158.2
2013/139-03:30:00      132.5
2013/139-03:40:00      113.0
2013/139-03:50:00       98.6
2013/139-04:00:00       88.0
2013/139-04:10:00       80.9
2013/139-04:20:00       73.7
2013/139-04:30:00       67.7
2013/139-04:40:00       62.6
2013/139-04:50:00       58.8
2013/139-05:00:00       55.9
2013/139-05:10:00       54.2
2013/139-05:20:00       53.1
2013/139-05:30:00       54.4
2013/139-05:40:00       61.9
2013/139-05:50:00       82.6
2013/139-06:00:00      118.1
2013/139-06:10:00      171.0
2013/139-06:20:00      229.9
2013/139-06:30:00      283.7
2013/139-06:40:00      325.8
2013/139-06:50:00      358.8
2013/139-07:00:00      391.7
2013/139-07:10:00      425.0
2013/139-07:20:00      453.6
2013/139-07:30:00      477.7
2013/139-07:40:00      497.1
2013/139-07:50:00      511.3
2013/139-08:00:00      522.1
2013/139-08:10:00      533.8
2013/139-08:20:00      545.7
2013/139-08:30:00      555.3
2013/139-08:40:00      561.6
2013/139-08:50:00      564.6
2013/139-09:00:00      563.6
2013/139-09:10:00      558.9
2013/139-09:20:00      551.6
2013/139-09:30:00      543.0
2013/139-09:40:00      534.0
2013/139-09:50:00      525.3
2013/139-10:00:00      518.0
2013/139-10:10:00      512.1
2013/139-10:20:00      506.6
2013/139-10:30:00      502.2
2013/139-10:40:00      500.1
2013/139-10:50:00      498.5
2013/139-11:00:00      496.7
2013/139-11:10:00      495.7
2013/139-11:20:00      494.2
2013/139-11:30:00      492.7
2013/139-11:40:00      491.9
2013/139-11:50:00      490.9
2013/139-12:00:00      488.8
2013/139-12:10:00      486.8
2013/139-12:20:00      484.6
2013/139-12:30:00      483.5
2013/139-12:40:00      483.1
2013/139-12:50:00      482.8
2013/139-13:00:00      482.0
2013/139-13:10:00      480.6
2013/139-13:20:00      480.3
2013/139-13:30:00      481.5
2013/139-13:40:00      484.8
2013/139-13:50:00      491.0
2013/139-14:00:00      499.0
2013/139-14:10:00      506.7
2013/139-14:20:00      513.4
2013/139-14:30:00      519.4
2013/139-14:40:00      525.2
2013/139-14:50:00      531.5
2013/139-15:00:00      537.1
2013/139-15:10:00      541.8
2013/139-15:20:00      545.6
2013/139-15:30:00      547.8
2013/139-15:40:00      546.9
2013/139-15:50:00      539.7
2013/139-16:00:00      520.5
2013/139-16:10:00      491.8
2013/139-16:20:00      459.4
2013/139-16:30:00      418.7
2013/139-16:40:00      375.3
2013/139-16:50:00      333.5
2013/139-17:00:00      296.3
2013/139-17:10:00      257.7
2013/139-17:20:00      223.3
2013/139-17:30:00      194.9
2013/139-17:40:00      175.5
2013/139-17:50:00      161.1
2013/139-18:00:00      154.4
2013/139-18:10:00      153.9
2013/139-18:20:00      155.7
2013/139-18:30:00      154.3
2013/139-18:40:00      150.6
2013/139-18:50:00      143.7
2013/139-19:00:00      139.0
2013/139-19:10:00      141.3
2013/139-19:20:00      153.3
2013/139-19:30:00      181.8
2013/139-19:40:00      219.8
2013/139-19:50:00      256.3
2013/139-20:00:00      281.3
2013/139-20:10:00      291.1
2013/139-20:20:00      283.9
2013/139-20:30:00      262.7
2013/139-20:40:00      239.5
2013/139-20:50:00      217.3
2013/139-21:00:00      196.0
2013/139-21:10:00      174.7
2013/139-21:20:00      154.3
2013/139-21:30:00      135.1
2013/139-21:40:00      117.8
2013/139-21:50:00      103.1
2013/139-22:00:00       91.2
2013/139-22:10:00       81.9
2013/139-22:20:00       74.7
2013/139-22:30:00       69.4
2013/139-22:40:00       66.1
2013/139-22:50:00       63.4
2013/139-23:00:00       61.4
2013/139-23:10:00       59.6
2013/139-23:20:00       58.4
2013/139-23:30:00       56.8
2013/139-23:40:00       61.8
2013/139-23:50:00       60.5
2013/140-00:00:00       56.8
2013/140-00:10:00       55.5
2013/140-00:20:00       54.1
2013/140-00:30:00       53.2
2013/140-00:40:00       52.3
2013/140-00:50:00       52.5
2013/140-01:00:00       59.6
2013/140-01:10:00       81.7
2013/140-01:20:00      109.9
2013/140-01:30:00      125.7
2013/140-01:40:00      118.6
2013/140-01:50:00      128.8
2013/140-02:00:00      134.3
2013/140-02:10:00      130.1
2013/140-02:20:00      122.0
2013/140-02:30:00      113.9
2013/140-02:40:00      104.2
2013/140-02:50:00       93.3
2013/140-03:00:00       82.7
2013/140-03:10:00       74.1
2013/140-03:20:00       68.9
2013/140-03:30:00       60.0
2013/140-03:40:00       54.8
2013/140-03:50:00       48.1
2013/140-04:00:00       44.5
2013/140-04:10:00       41.4
2013/140-04:20:00       39.0
2013/140-04:30:00       37.7
2013/140-04:40:00       37.5
2013/140-04:50:00       38.0
2013/140-05:00:00       37.2
2013/140-05:10:00       38.7
2013/140-05:20:00       37.5
2013/140-05:30:00       35.3
2013/140-05:40:00       34.7
2013/140-05:50:00       34.9
2013/140-06:00:00       34.1
2013/140-06:10:00       33.7
2013/140-06:20:00       33.1
2013/140-06:30:00       32.6
2013/140-06:40:00       32.2
2013/140-06:50:00       31.9
2013/140-07:00:00       31.7
2013/140-07:10:00       31.9
2013/140-07:20:00       32.2
2013/140-07:30:00       32.6
2013/140-07:40:00       33.1
2013/140-07:50:00       33.7
2013/140-08:00:00       34.2
2013/140-08:10:00       34.5
2013/140-08:20:00       34.8
2013/140-08:30:00       35.2
2013/140-08:40:00       35.6
2013/140-08:50:00       36.1
2013/140-09:00:00       36.7
2013/140-09:10:00       37.4
2013/140-09:20:00       38.0
2013/140-09:30:00       38.6
2013/140-09:40:00       39.3
