      Time          Predicted AE
2013/171-09:20:00      365.9
2013/171-09:30:00      345.8
2013/171-09:40:00      321.3
2013/171-09:50:00      292.1
2013/171-10:00:00      261.4
2013/171-10:10:00      232.8
2013/171-10:20:00      206.4
2013/171-10:30:00      182.9
2013/171-10:40:00      162.8
2013/171-10:50:00      146.6
2013/171-11:00:00      135.4
2013/171-11:10:00      133.7
2013/171-11:20:00      141.7
2013/171-11:30:00      164.6
2013/171-11:40:00      186.0
2013/171-11:50:00      197.6
2013/171-12:00:00      194.6
2013/171-12:10:00      190.5
2013/171-12:20:00      187.3
2013/171-12:30:00      181.3
2013/171-12:40:00      171.8
2013/171-12:50:00      161.2
2013/171-13:00:00      153.0
2013/171-13:10:00      148.9
2013/171-13:20:00      160.0
2013/171-13:30:00      180.1
2013/171-13:40:00      218.1
2013/171-13:50:00      263.4
2013/171-14:00:00      304.0
2013/171-14:10:00      331.9
2013/171-14:20:00      347.4
2013/171-14:30:00      350.9
2013/171-14:40:00      346.4
2013/171-14:50:00      336.6
2013/171-15:00:00      322.3
2013/171-15:10:00      303.3
2013/171-15:20:00      281.1
2013/171-15:30:00      257.2
2013/171-15:40:00      234.2
2013/171-15:50:00      211.7
2013/171-16:00:00      190.7
2013/171-16:10:00      173.1
2013/171-16:20:00      159.3
2013/171-16:30:00      148.5
2013/171-16:40:00      140.7
2013/171-16:50:00      134.8
2013/171-17:00:00      128.1
2013/171-17:10:00      121.5
2013/171-17:20:00      116.9
2013/171-17:30:00      116.5
2013/171-17:40:00      129.8
2013/171-17:50:00      155.3
2013/171-18:00:00      190.7
2013/171-18:10:00      227.0
2013/171-18:20:00      242.5
2013/171-18:30:00      239.9
2013/171-18:40:00      234.2
2013/171-18:50:00      231.9
2013/171-19:00:00      240.7
2013/171-19:10:00      270.4
2013/171-19:20:00      317.1
2013/171-19:30:00      394.5
2013/171-19:40:00      482.5
2013/171-19:50:00      557.9
2013/171-20:00:00      603.7
2013/171-20:10:00      608.1
2013/171-20:20:00      599.5
2013/171-20:30:00      588.0
2013/171-20:40:00      565.7
2013/171-20:50:00      511.9
2013/171-21:00:00      460.0
2013/171-21:10:00      415.2
2013/171-21:20:00      381.6
2013/171-21:30:00      344.3
2013/171-21:40:00      312.0
2013/171-21:50:00      289.2
2013/171-22:00:00      279.2
2013/171-22:10:00      267.5
2013/171-22:20:00      283.2
2013/171-22:30:00      284.5
2013/171-22:40:00      319.4
2013/171-22:50:00      372.8
2013/171-23:00:00      422.7
2013/171-23:10:00      479.0
2013/171-23:20:00      525.0
2013/171-23:30:00      562.3
2013/171-23:40:00      595.3
2013/171-23:50:00      626.9
2013/172-00:00:00      656.5
2013/172-00:10:00      680.1
2013/172-00:20:00      703.0
2013/172-00:30:00      720.2
2013/172-00:40:00      731.2
2013/172-00:50:00      748.5
2013/172-01:00:00      762.9
2013/172-01:10:00      775.8
2013/172-01:20:00      786.9
2013/172-01:30:00      791.9
2013/172-01:40:00      786.5
2013/172-01:50:00      775.3
2013/172-02:00:00      771.3
2013/172-02:10:00      759.8
2013/172-02:20:00      741.8
2013/172-02:30:00      719.8
2013/172-02:40:00      695.9
2013/172-02:50:00      675.7
2013/172-03:00:00      653.7
2013/172-03:10:00      635.0
2013/172-03:20:00      623.5
2013/172-03:30:00      609.0
2013/172-03:40:00      576.8
2013/172-03:50:00      535.2
2013/172-04:00:00      482.7
2013/172-04:10:00      445.8
2013/172-04:20:00      416.7
2013/172-04:30:00      401.4
2013/172-04:40:00      399.5
2013/172-04:50:00      400.4
2013/172-05:00:00      392.5
2013/172-05:10:00      384.1
2013/172-05:20:00      382.4
2013/172-05:30:00      382.5
2013/172-05:40:00      397.5
2013/172-05:50:00      407.8
2013/172-06:00:00      412.7
2013/172-06:10:00      412.7
2013/172-06:20:00      421.1
2013/172-06:30:00      428.0
2013/172-06:40:00      434.0
2013/172-06:50:00      438.1
2013/172-07:00:00      434.4
2013/172-07:10:00      420.2
2013/172-07:20:00      396.6
2013/172-07:30:00      363.6
2013/172-07:40:00      333.9
2013/172-07:50:00      309.5
2013/172-08:00:00      291.8
2013/172-08:10:00      281.0
2013/172-08:20:00      283.3
2013/172-08:30:00      302.7
2013/172-08:40:00      331.5
2013/172-08:50:00      361.1
2013/172-09:00:00      390.2
2013/172-09:10:00      405.5
2013/172-09:20:00      395.1
2013/172-09:30:00      393.0
2013/172-09:40:00      369.8
2013/172-09:50:00      365.9
2013/172-10:00:00      362.3
2013/172-10:10:00      336.3
2013/172-10:20:00      301.7
2013/172-10:30:00      274.6
2013/172-10:40:00      258.3
2013/172-10:50:00      252.3
2013/172-11:00:00      252.9
2013/172-11:10:00      254.4
2013/172-11:20:00      251.9
2013/172-11:30:00      244.2
2013/172-11:40:00      232.0
2013/172-11:50:00      223.1
2013/172-12:00:00      212.6
2013/172-12:10:00      199.9
2013/172-12:20:00      185.1
2013/172-12:30:00      171.6
2013/172-12:40:00      160.8
2013/172-12:50:00      150.7
2013/172-13:00:00      139.0
2013/172-13:10:00      127.7
2013/172-13:20:00      122.0
2013/172-13:30:00      127.0
2013/172-13:40:00      142.5
2013/172-13:50:00      171.5
2013/172-14:00:00      196.0
2013/172-14:10:00      204.9
2013/172-14:20:00      200.0
2013/172-14:30:00      193.5
2013/172-14:40:00      184.9
2013/172-14:50:00      179.7
2013/172-15:00:00      170.8
2013/172-15:10:00      158.7
2013/172-15:20:00      147.5
2013/172-15:30:00      141.3
2013/172-15:40:00      131.8
2013/172-15:50:00      122.1
2013/172-16:00:00      112.4
2013/172-16:10:00      104.6
2013/172-16:20:00       97.5
2013/172-16:30:00       93.8
2013/172-16:40:00       92.8
2013/172-16:50:00       99.5
2013/172-17:00:00       99.4
2013/172-17:10:00       97.3
2013/172-17:20:00       93.6
2013/172-17:30:00       92.7
2013/172-17:40:00       93.5
2013/172-17:50:00      102.8
2013/172-18:00:00      132.3
2013/172-18:10:00      172.9
2013/172-18:20:00      219.8
2013/172-18:30:00      227.8
2013/172-18:40:00      222.1
2013/172-18:50:00      220.9
2013/172-19:00:00      223.1
2013/172-19:10:00      209.6
2013/172-19:20:00      197.0
2013/172-19:30:00      192.4
2013/172-19:40:00      196.6
2013/172-19:50:00      212.3
2013/172-20:00:00      260.9
2013/172-20:10:00      325.8
2013/172-20:20:00      387.5
2013/172-20:30:00      448.2
2013/172-20:40:00      529.9
2013/172-20:50:00      584.5
2013/172-21:00:00      604.3
2013/172-21:10:00      610.4
2013/172-21:20:00      620.1
2013/172-21:30:00      609.6
2013/172-21:40:00      582.4
2013/172-21:50:00      570.4
2013/172-22:00:00      557.7
2013/172-22:10:00      551.6
2013/172-22:20:00      506.8
2013/172-22:30:00      445.6
2013/172-22:40:00      400.9
2013/172-22:50:00      377.2
2013/172-23:00:00      358.6
2013/172-23:10:00      383.7
2013/172-23:20:00      451.4
2013/172-23:30:00      514.0
2013/172-23:40:00      575.9
2013/172-23:50:00      631.0
2013/173-00:00:00      683.1
2013/173-00:10:00      716.3
2013/173-00:20:00      748.3
2013/173-00:30:00      778.5
2013/173-00:40:00      796.2
2013/173-00:50:00      764.1
2013/173-01:00:00      697.0
2013/173-01:10:00      643.0
2013/173-01:20:00      598.8
2013/173-01:30:00      536.1
2013/173-01:40:00      515.8
2013/173-01:50:00      483.7
2013/173-02:00:00      436.3
2013/173-02:10:00      413.6
2013/173-02:20:00      420.2
2013/173-02:30:00      434.7
2013/173-02:40:00      437.7
2013/173-02:50:00      423.2
2013/173-03:00:00      413.4
2013/173-03:10:00      406.4
2013/173-03:20:00      396.3
2013/173-03:30:00      409.2
2013/173-03:40:00      367.9
2013/173-03:50:00      339.7
2013/173-04:00:00      330.5
2013/173-04:10:00      324.7
2013/173-04:20:00      317.4
2013/173-04:30:00      323.9
2013/173-04:40:00      316.1
2013/173-04:50:00      290.8
2013/173-05:00:00      271.3
2013/173-05:10:00      277.7
2013/173-05:20:00      283.0
2013/173-05:30:00      310.6
2013/173-05:40:00      292.4
2013/173-05:50:00      268.9
2013/173-06:00:00      253.2
2013/173-06:10:00      264.7
2013/173-06:20:00      308.9
2013/173-06:30:00      348.3
2013/173-06:40:00      347.9
2013/173-06:50:00      327.9
2013/173-07:00:00      347.3
2013/173-07:10:00      356.4
2013/173-07:20:00      336.3
2013/173-07:30:00      305.4
2013/173-07:40:00      287.6
2013/173-07:50:00      281.1
2013/173-08:00:00      265.5
2013/173-08:10:00      258.1
2013/173-08:20:00      275.0
2013/173-08:30:00      357.1
2013/173-08:40:00      418.6
2013/173-08:50:00      464.7
2013/173-09:00:00      496.7
2013/173-09:10:00      507.9
2013/173-09:20:00      486.1
2013/173-09:30:00      478.7
2013/173-09:40:00      496.5
2013/173-09:50:00      506.8
2013/173-10:00:00      466.5
2013/173-10:10:00      410.3
2013/173-10:20:00      369.4
2013/173-10:30:00      339.5
2013/173-10:40:00      296.7
2013/173-10:50:00      259.9
2013/173-11:00:00      230.6
2013/173-11:10:00      206.5
2013/173-11:20:00      184.7
2013/173-11:30:00      163.5
2013/173-11:40:00      146.5
2013/173-11:50:00      133.3
2013/173-12:00:00      124.1
2013/173-12:10:00      116.2
2013/173-12:20:00      112.7
2013/173-12:30:00      110.0
2013/173-12:40:00      128.9
2013/173-12:50:00      124.5
2013/173-13:00:00      121.5
2013/173-13:10:00      116.5
2013/173-13:20:00      114.3
2013/173-13:30:00      110.0
2013/173-13:40:00      107.2
2013/173-13:50:00      118.6
2013/173-14:00:00      118.6
2013/173-14:10:00      112.0
2013/173-14:20:00      105.5
2013/173-14:30:00      107.2
2013/173-14:40:00      101.0
2013/173-14:50:00       95.2
2013/173-15:00:00       94.4
2013/173-15:10:00       94.1
2013/173-15:20:00      101.1
2013/173-15:30:00      130.6
2013/173-15:40:00      158.6
2013/173-15:50:00      170.8
2013/173-16:00:00      188.7
2013/173-16:10:00      223.2
2013/173-16:20:00      244.8
2013/173-16:30:00      250.3
2013/173-16:40:00      260.1
2013/173-16:50:00      284.7
2013/173-17:00:00      304.2
2013/173-17:10:00      318.9
2013/173-17:20:00      334.4
2013/173-17:30:00      352.7
2013/173-17:40:00      378.3
2013/173-17:50:00      410.7
2013/173-18:00:00      447.5
2013/173-18:10:00      484.3
2013/173-18:20:00      506.3
2013/173-18:30:00      514.1
2013/173-18:40:00      502.9
2013/173-18:50:00      483.7
2013/173-19:00:00      468.8
2013/173-19:10:00      471.7
2013/173-19:20:00      486.6
2013/173-19:30:00      503.2
2013/173-19:40:00      513.0
2013/173-19:50:00      513.7
2013/173-20:00:00      499.6
2013/173-20:10:00      485.2
2013/173-20:20:00      472.4
2013/173-20:30:00      459.6
2013/173-20:40:00      440.8
2013/173-20:50:00      413.8
2013/173-21:00:00      382.1
2013/173-21:10:00      340.3
2013/173-21:20:00      297.6
2013/173-21:30:00      266.5
2013/173-21:40:00      246.1
2013/173-21:50:00      282.2
2013/173-22:00:00      309.3
2013/173-22:10:00      345.4
2013/173-22:20:00      381.0
2013/173-22:30:00      408.7
2013/173-22:40:00      425.0
2013/173-22:50:00      440.0
2013/173-23:00:00      453.8
2013/173-23:10:00      466.7
2013/173-23:20:00      486.8
2013/173-23:30:00      512.7
2013/173-23:40:00      522.4
2013/173-23:50:00      516.8
2013/174-00:00:00      497.6
2013/174-00:10:00      482.8
2013/174-00:20:00      479.2
2013/174-00:30:00      492.3
2013/174-00:40:00      513.3
2013/174-00:50:00      529.4
2013/174-01:00:00      540.3
2013/174-01:10:00      569.3
2013/174-01:20:00      603.6
2013/174-01:30:00      626.5
2013/174-01:40:00      643.7
2013/174-01:50:00      658.0
2013/174-02:00:00      664.4
2013/174-02:10:00      669.8
2013/174-02:20:00      668.4
2013/174-02:30:00      658.0
2013/174-02:40:00      640.1
2013/174-02:50:00      609.8
2013/174-03:00:00      573.6
2013/174-03:10:00      552.3
2013/174-03:20:00      532.3
2013/174-03:30:00      531.7
2013/174-03:40:00      534.8
2013/174-03:50:00      549.3
2013/174-04:00:00      563.3
2013/174-04:10:00      562.7
2013/174-04:20:00      536.8
2013/174-04:30:00      509.5
2013/174-04:40:00      494.5
2013/174-04:50:00      489.1
2013/174-05:00:00      568.8
2013/174-05:10:00      632.0
2013/174-05:20:00      680.8
2013/174-05:30:00      720.0
2013/174-05:40:00      785.4
2013/174-05:50:00      825.7
2013/174-06:00:00      834.3
2013/174-06:10:00      766.3
2013/174-06:20:00      726.5
2013/174-06:30:00      689.8
2013/174-06:40:00      624.6
2013/174-06:50:00      526.5
2013/174-07:00:00      445.0
2013/174-07:10:00      379.0
2013/174-07:20:00      321.9
2013/174-07:30:00      270.0
2013/174-07:40:00      226.1
2013/174-07:50:00      194.1
2013/174-08:00:00      172.9
2013/174-08:10:00      163.7
2013/174-08:20:00      175.8
2013/174-08:30:00      212.6
2013/174-08:40:00      285.5
2013/174-08:50:00      379.1
2013/174-09:00:00      449.5
2013/174-09:10:00      496.8
2013/174-09:20:00      542.6
2013/174-09:30:00      583.0
2013/174-09:40:00      606.2
2013/174-09:50:00      613.8
2013/174-10:00:00      600.7
2013/174-10:10:00      574.5
2013/174-10:20:00      553.2
2013/174-10:30:00      556.3
2013/174-10:40:00      556.2
2013/174-10:50:00      519.8
2013/174-11:00:00      457.9
2013/174-11:10:00      408.1
2013/174-11:20:00      373.6
2013/174-11:30:00      325.9
2013/174-11:40:00      282.5
2013/174-11:50:00      247.3
2013/174-12:00:00      219.2
2013/174-12:10:00      194.1
2013/174-12:20:00      170.8
2013/174-12:30:00      152.0
2013/174-12:40:00      136.7
2013/174-12:50:00      124.7
2013/174-13:00:00      115.3
2013/174-13:10:00      107.1
2013/174-13:20:00      100.1
2013/174-13:30:00       94.2
2013/174-13:40:00       89.1
2013/174-13:50:00       84.4
2013/174-14:00:00       80.3
2013/174-14:10:00       79.3
2013/174-14:20:00       82.5
2013/174-14:30:00      100.4
2013/174-14:40:00      128.6
2013/174-14:50:00      129.5
2013/174-15:00:00      133.8
2013/174-15:10:00      139.0
2013/174-15:20:00      155.1
2013/174-15:30:00      192.1
2013/174-15:40:00      224.9
2013/174-15:50:00      232.4
2013/174-16:00:00      240.3
2013/174-16:10:00      257.2
2013/174-16:20:00      287.9
2013/174-16:30:00      319.8
2013/174-16:40:00      341.4
2013/174-16:50:00      356.3
2013/174-17:00:00      375.9
2013/174-17:10:00      416.1
2013/174-17:20:00      457.3
2013/174-17:30:00      472.6
2013/174-17:40:00      466.2
2013/174-17:50:00      457.1
2013/174-18:00:00      443.5
2013/174-18:10:00      426.0
2013/174-18:20:00      389.9
2013/174-18:30:00      347.1
2013/174-18:40:00      305.0
2013/174-18:50:00      268.3
2013/174-19:00:00      229.3
2013/174-19:10:00      194.8
2013/174-19:20:00      167.6
2013/174-19:30:00      146.6
2013/174-19:40:00      130.1
2013/174-19:50:00      117.1
2013/174-20:00:00      107.9
2013/174-20:10:00      105.9
2013/174-20:20:00      108.8
2013/174-20:30:00      117.0
2013/174-20:40:00      136.4
2013/174-20:50:00      172.6
2013/174-21:00:00      222.6
2013/174-21:10:00      279.1
2013/174-21:20:00      338.6
2013/174-21:30:00      396.9
2013/174-21:40:00      455.5
2013/174-21:50:00      514.1
2013/174-22:00:00      568.0
2013/174-22:10:00      610.4
2013/174-22:20:00      630.8
2013/174-22:30:00      618.2
2013/174-22:40:00      598.5
2013/174-22:50:00      596.8
2013/174-23:00:00      610.3
2013/174-23:10:00      610.8
2013/174-23:20:00      590.0
2013/174-23:30:00      545.2
2013/174-23:40:00      529.2
2013/174-23:50:00      527.9
2013/175-00:00:00      523.8
2013/175-00:10:00      516.2
2013/175-00:20:00      493.9
2013/175-00:30:00      457.2
2013/175-00:40:00      419.0
2013/175-00:50:00      383.7
2013/175-01:00:00      343.9
2013/175-01:10:00      306.7
2013/175-01:20:00      270.5
2013/175-01:30:00      239.8
2013/175-01:40:00      214.6
2013/175-01:50:00      196.3
2013/175-02:00:00      186.7
2013/175-02:10:00      188.3
2013/175-02:20:00      196.8
2013/175-02:30:00      203.6
2013/175-02:40:00      205.5
2013/175-02:50:00      204.9
2013/175-03:00:00      208.6
2013/175-03:10:00      226.6
2013/175-03:20:00      256.5
2013/175-03:30:00      291.7
2013/175-03:40:00      330.6
2013/175-03:50:00      357.4
2013/175-04:00:00      376.4
2013/175-04:10:00      394.1
2013/175-04:20:00      412.3
2013/175-04:30:00      428.9
2013/175-04:40:00      446.3
2013/175-04:50:00      467.6
2013/175-05:00:00      495.0
2013/175-05:10:00      523.8
2013/175-05:20:00      547.4
2013/175-05:30:00      559.4
2013/175-05:40:00      538.9
2013/175-05:50:00      483.1
2013/175-06:00:00      433.1
2013/175-06:10:00      388.9
2013/175-06:20:00      343.9
2013/175-06:30:00      298.3
2013/175-06:40:00      258.4
2013/175-06:50:00      223.0
2013/175-07:00:00      192.1
2013/175-07:10:00      165.7
2013/175-07:20:00      146.0
2013/175-07:30:00      131.5
2013/175-07:40:00      118.5
2013/175-07:50:00      108.7
2013/175-08:00:00      101.9
2013/175-08:10:00      102.3
2013/175-08:20:00      118.5
2013/175-08:30:00      163.7
2013/175-08:40:00      246.3
2013/175-08:50:00      326.2
2013/175-09:00:00      392.6
2013/175-09:10:00      432.6
2013/175-09:20:00      448.9
2013/175-09:30:00      453.8
2013/175-09:40:00      451.3
2013/175-09:50:00      453.3
2013/175-10:00:00      469.0
2013/175-10:10:00      485.9
2013/175-10:20:00      493.4
2013/175-10:30:00      495.3
2013/175-10:40:00      491.2
2013/175-10:50:00      486.0
2013/175-11:00:00      487.0
2013/175-11:10:00      497.7
2013/175-11:20:00      512.6
2013/175-11:30:00      525.8
2013/175-11:40:00      533.1
2013/175-11:50:00      539.1
2013/175-12:00:00      544.0
2013/175-12:10:00      545.8
2013/175-12:20:00      536.9
2013/175-12:30:00      508.3
2013/175-12:40:00      500.8
2013/175-12:50:00      505.2
2013/175-13:00:00      506.9
2013/175-13:10:00      504.0
2013/175-13:20:00      496.3
2013/175-13:30:00      485.2
2013/175-13:40:00      480.3
2013/175-13:50:00      485.6
2013/175-14:00:00      498.3
2013/175-14:10:00      518.5
2013/175-14:20:00      550.9
2013/175-14:30:00      578.3
2013/175-14:40:00      595.0
2013/175-14:50:00      606.6
2013/175-15:00:00      627.3
2013/175-15:10:00      653.0
2013/175-15:20:00      676.4
2013/175-15:30:00      692.2
2013/175-15:40:00      699.4
2013/175-15:50:00      702.3
2013/175-16:00:00      704.0
2013/175-16:10:00      704.9
2013/175-16:20:00      704.5
2013/175-16:30:00      706.4
2013/175-16:40:00      708.1
2013/175-16:50:00      710.3
2013/175-17:00:00      712.7
2013/175-17:10:00      715.3
2013/175-17:20:00      717.6
2013/175-17:30:00      718.4
2013/175-17:40:00      717.4
2013/175-17:50:00      715.7
2013/175-18:00:00      716.8
2013/175-18:10:00      719.0
2013/175-18:20:00      715.7
2013/175-18:30:00      708.5
2013/175-18:40:00      701.2
2013/175-18:50:00      690.5
2013/175-19:00:00      683.3
2013/175-19:10:00      680.8
2013/175-19:20:00      677.5
2013/175-19:30:00      674.0
2013/175-19:40:00      667.5
2013/175-19:50:00      658.4
2013/175-20:00:00      645.9
2013/175-20:10:00      631.8
2013/175-20:20:00      620.5
2013/175-20:30:00      608.1
2013/175-20:40:00      596.9
2013/175-20:50:00      591.9
2013/175-21:00:00      593.4
2013/175-21:10:00      597.2
2013/175-21:20:00      595.4
2013/175-21:30:00      590.7
2013/175-21:40:00      593.5
2013/175-21:50:00      589.6
2013/175-22:00:00      573.0
2013/175-22:10:00      554.7
2013/175-22:20:00      540.0
2013/175-22:30:00      534.3
2013/175-22:40:00      537.7
2013/175-22:50:00      545.0
2013/175-23:00:00      550.5
2013/175-23:10:00      550.4
2013/175-23:20:00      545.5
2013/175-23:30:00      539.3
2013/175-23:40:00      533.3
2013/175-23:50:00      522.2
2013/176-00:00:00      499.3
2013/176-00:10:00      470.0
2013/176-00:20:00      444.9
2013/176-00:30:00      426.9
2013/176-00:40:00      411.0
2013/176-00:50:00      396.5
2013/176-01:00:00      383.4
2013/176-01:10:00      347.1
2013/176-01:20:00      313.9
2013/176-01:30:00      306.1
2013/176-01:40:00      320.0
2013/176-01:50:00      332.6
2013/176-02:00:00      343.1
2013/176-02:10:00      349.1
2013/176-02:20:00      351.5
2013/176-02:30:00      351.1
2013/176-02:40:00      351.1
2013/176-02:50:00      360.2
2013/176-03:00:00      373.5
2013/176-03:10:00      367.7
2013/176-03:20:00      351.2
2013/176-03:30:00      324.4
2013/176-03:40:00      294.7
2013/176-03:50:00      266.5
2013/176-04:00:00      241.6
2013/176-04:10:00      225.2
2013/176-04:20:00      214.4
2013/176-04:30:00      203.5
2013/176-04:40:00      194.7
2013/176-04:50:00      189.9
2013/176-05:00:00      186.5
2013/176-05:10:00      189.9
2013/176-05:20:00      194.0
2013/176-05:30:00      186.5
2013/176-05:40:00      175.4
2013/176-05:50:00      172.5
2013/176-06:00:00      179.4
2013/176-06:10:00      188.9
2013/176-06:20:00      195.6
2013/176-06:30:00      195.0
2013/176-06:40:00      187.0
2013/176-06:50:00      179.4
2013/176-07:00:00      166.7
2013/176-07:10:00      154.5
2013/176-07:20:00      142.2
2013/176-07:30:00      131.6
2013/176-07:40:00      121.8
2013/176-07:50:00      113.6
2013/176-08:00:00      107.9
2013/176-08:10:00      103.0
2013/176-08:20:00       96.6
2013/176-08:30:00       91.2
2013/176-08:40:00       87.5
2013/176-08:50:00       85.3
2013/176-09:00:00       86.5
2013/176-09:10:00       90.0
2013/176-09:20:00       99.0
2013/176-09:30:00      108.6
2013/176-09:40:00      118.8
2013/176-09:50:00      130.0
2013/176-10:00:00      132.7
2013/176-10:10:00      129.4
2013/176-10:20:00      124.9
2013/176-10:30:00      120.4
2013/176-10:40:00      114.5
2013/176-10:50:00      107.9
2013/176-11:00:00      102.0
2013/176-11:10:00       96.8
2013/176-11:20:00       92.6
2013/176-11:30:00       88.6
2013/176-11:40:00       84.4
2013/176-11:50:00       80.1
2013/176-12:00:00       76.5
2013/176-12:10:00       73.5
2013/176-12:20:00       71.0
2013/176-12:30:00       68.7
2013/176-12:40:00       66.3
2013/176-12:50:00       64.4
2013/176-13:00:00       62.9
2013/176-13:10:00       61.8
2013/176-13:20:00       61.2
2013/176-13:30:00       61.4
2013/176-13:40:00       61.9
2013/176-13:50:00       62.9
2013/176-14:00:00       63.6
2013/176-14:10:00       63.1
2013/176-14:20:00       62.7
2013/176-14:30:00       62.7
2013/176-14:40:00       61.6
2013/176-14:50:00       60.2
2013/176-15:00:00       58.9
2013/176-15:10:00       57.7
2013/176-15:20:00       56.7
2013/176-15:30:00       56.9
2013/176-15:40:00       60.4
2013/176-15:50:00       66.8
2013/176-16:00:00       75.0
2013/176-16:10:00       75.0
2013/176-16:20:00       75.1
2013/176-16:30:00       75.2
2013/176-16:40:00       75.7
2013/176-16:50:00       74.2
2013/176-17:00:00       72.2
2013/176-17:10:00       69.7
2013/176-17:20:00       66.9
2013/176-17:30:00       64.0
2013/176-17:40:00       61.5
2013/176-17:50:00       60.5
2013/176-18:00:00       61.5
2013/176-18:10:00       67.0
2013/176-18:20:00       75.7
2013/176-18:30:00       88.3
2013/176-18:40:00      103.7
2013/176-18:50:00      118.5
2013/176-19:00:00      130.2
2013/176-19:10:00      138.3
2013/176-19:20:00      139.8
2013/176-19:30:00      135.8
2013/176-19:40:00      130.4
2013/176-19:50:00      123.9
2013/176-20:00:00      116.1
2013/176-20:10:00      107.2
2013/176-20:20:00       98.6
2013/176-20:30:00       90.4
2013/176-20:40:00       83.1
2013/176-20:50:00       76.8
2013/176-21:00:00       71.6
2013/176-21:10:00       67.2
2013/176-21:20:00       63.7
2013/176-21:30:00       60.7
2013/176-21:40:00       58.2
2013/176-21:50:00       56.2
2013/176-22:00:00       55.4
2013/176-22:10:00       58.1
2013/176-22:20:00       67.7
2013/176-22:30:00       80.5
2013/176-22:40:00       89.2
2013/176-22:50:00       90.9
2013/176-23:00:00       91.4
2013/176-23:10:00       92.1
2013/176-23:20:00       91.5
2013/176-23:30:00       89.1
2013/176-23:40:00       87.4
2013/176-23:50:00       87.9
2013/177-00:00:00       92.2
2013/177-00:10:00       91.7
2013/177-00:20:00       88.2
2013/177-00:30:00       85.1
2013/177-00:40:00       83.7
2013/177-00:50:00       82.4
2013/177-01:00:00       80.7
2013/177-01:10:00       77.5
2013/177-01:20:00       74.6
2013/177-01:30:00       72.2
2013/177-01:40:00       70.4
2013/177-01:50:00       68.6
2013/177-02:00:00       66.6
2013/177-02:10:00       64.5
2013/177-02:20:00       62.4
2013/177-02:30:00       60.4
2013/177-02:40:00       58.9
2013/177-02:50:00       57.1
2013/177-03:00:00       58.1
2013/177-03:10:00       58.0
2013/177-03:20:00       57.0
2013/177-03:30:00       56.0
2013/177-03:40:00       54.3
2013/177-03:50:00       52.5
2013/177-04:00:00       50.8
2013/177-04:10:00       49.2
2013/177-04:20:00       47.5
2013/177-04:30:00       46.1
2013/177-04:40:00       44.9
2013/177-04:50:00       43.9
2013/177-05:00:00       42.9
2013/177-05:10:00       42.0
2013/177-05:20:00       41.5
2013/177-05:30:00       41.1
2013/177-05:40:00       40.7
2013/177-05:50:00       40.3
2013/177-06:00:00       40.1
2013/177-06:10:00       40.0
2013/177-06:20:00       40.1
2013/177-06:30:00       40.3
2013/177-06:40:00       40.7
2013/177-06:50:00       41.1
2013/177-07:00:00       41.7
2013/177-07:10:00       42.5
2013/177-07:20:00       43.2
2013/177-07:30:00       44.4
2013/177-07:40:00       46.0
2013/177-07:50:00       48.2
2013/177-08:00:00       50.9
2013/177-08:10:00       53.3
2013/177-08:20:00       55.6
2013/177-08:30:00       57.2
2013/177-08:40:00       59.2
2013/177-08:50:00       61.2
2013/177-09:00:00       63.0
2013/177-09:10:00       63.8
2013/177-09:20:00       64.4
2013/177-09:30:00       65.0
2013/177-09:40:00       65.6
2013/177-09:50:00       66.0
2013/177-10:00:00       66.1
2013/177-10:10:00       66.1
2013/177-10:20:00       66.6
2013/177-10:30:00       66.3
2013/177-10:40:00       65.7
2013/177-10:50:00       65.1
2013/177-11:00:00       64.8
2013/177-11:10:00       64.5
2013/177-11:20:00       64.1
2013/177-11:30:00       63.8
2013/177-11:40:00       63.3
2013/177-11:50:00       62.4
2013/177-12:00:00       61.5
2013/177-12:10:00       60.7
2013/177-12:20:00       60.6
2013/177-12:30:00       60.3
2013/177-12:40:00       59.9
2013/177-12:50:00       59.8
2013/177-13:00:00       59.6
2013/177-13:10:00       59.0
2013/177-13:20:00       58.2
2013/177-13:30:00       57.7
2013/177-13:40:00       57.3
2013/177-13:50:00       56.6
2013/177-14:00:00       55.9
2013/177-14:10:00       55.8
2013/177-14:20:00       55.6
2013/177-14:30:00       54.9
2013/177-14:40:00       54.1
2013/177-14:50:00       53.6
2013/177-15:00:00       54.7
2013/177-15:10:00       58.4
2013/177-15:20:00       66.1
2013/177-15:30:00       75.2
2013/177-15:40:00       81.7
2013/177-15:50:00       86.7
2013/177-16:00:00       91.2
2013/177-16:10:00       93.6
2013/177-16:20:00       93.7
2013/177-16:30:00       92.0
2013/177-16:40:00       89.2
2013/177-16:50:00       85.5
2013/177-17:00:00       81.2
2013/177-17:10:00       76.6
2013/177-17:20:00       72.1
2013/177-17:30:00       68.3
2013/177-17:40:00       65.3
2013/177-17:50:00       63.1
2013/177-18:00:00       61.2
2013/177-18:10:00       60.2
2013/177-18:20:00       59.3
2013/177-18:30:00       57.9
2013/177-18:40:00       56.9
2013/177-18:50:00       57.4
2013/177-19:00:00       61.1
2013/177-19:10:00       70.9
2013/177-19:20:00       81.8
2013/177-19:30:00       94.3
2013/177-19:40:00      107.5
2013/177-19:50:00      120.2
2013/177-20:00:00      131.6
2013/177-20:10:00      141.8
2013/177-20:20:00      150.2
2013/177-20:30:00      156.8
